Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
130,0|1|2|3|4|5|6|,567|542|279|141|82|54|53|,49.48387225345582|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.2180918255229|302.70932823645626|,9.900824831401714|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|1.1368683772161603e-13|14.894526559336928|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,566|1|542|420|136|48|5|,49.43614743704672|76.49611834100565|134.4593188156105|193.73651512739684|256.41719306953814|299.505214945211|333.4688158324117|,9.844190753869587|0.0|0.0|17.433619210599897|11.199466205451785|11.605619832785285|3.721082446015745|,0|567|542|420|136|48|5|,0|0|0|0|0|0|0|,0|14|54|64|7|7|2|,0|553|488|356|129|41|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|517|666|185|82|6|,0|0|0|0|0|0|0|,751|7|517|666|185|82|6|,36|0|57|183|29|11|0|,718|4|460|483|156|71|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
131,0|1|2|3|4|5|6|,677|410|296|134|89|55|71|,49.46933275370455|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779216|270.2180918255229|299.4934326588251|,9.710333366349918|0.0|2.842170943040401e-14|0.0|2.842170943040401e-14|1.1368683772161603e-13|14.49006533773831|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,673|4|410|430|144|66|5|,49.2875796285343|80.049296063598|134.4593188156105|192.8473207677797|256.0712355803976|296.95095002990683|333.05420336054704|,9.443860589110656|3.5154521038016746|0.0|17.09838088964105|11.121062509416465|11.491682262273406|5.160586488422941|,0|677|410|430|144|66|5|,0|0|0|0|0|0|0|,0|0|13|52|14|22|1|,0|677|397|378|130|44|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|637|612|175|78|7|,0|0|0|0|0|0|0|,902|4|637|612|175|78|7|,11|0|58|183|26|13|1|,892|3|579|429|149|65|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
132,0|1|2|3|4|5|6|,862|516|227|147|81|49|67|,49.18989933827376|134.4593188156105|181.34298546680157|218.25988232814936|247.32879632779216|270.21809182552283|299.5010562472528|,10.092714816882507|0.0|8.526512829121202e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|14.327888285157597|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,859|3|516|374|130|61|6|,49.08239463685041|79.97207884582589|134.4593188156105|195.85310268235804|255.9563000153983|296.22771325002293|332.7800433857561|,9.94377615144947|2.342941844333449|0.0|18.031222894844895|11.0925047412079|10.220767990726932|3.729711725866319|,0|862|516|374|130|61|6|,0|0|0|0|0|0|0|,0|76|18|46|18|12|1|,0|786|498|328|112|49|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|761|646|182|86|7|,0|0|0|0|0|0|0|,800|5|761|646|182|86|7|,0|0|109|200|27|21|0|,800|5|652|446|155|65|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
133,0|1|2|3|4|5|6|,777|587|291|125|96|47|61|,50.29688980659562|134.4593188156105|181.3429854668015|218.25988232814922|247.32879632779216|270.2180918255229|302.7019444211562|,9.881519467281734|0.0|2.842170943040401e-14|1.4210854715202004e-13|2.842170943040401e-14|1.1368683772161603e-13|15.290200752148635|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,772|5|587|416|143|55|6|,50.128371627127954|76.31609671640445|134.4593188156105|192.4358030333123|254.8518514913819|299.1037827041791|335.6850934934468|,9.688248442681859|0.4928870832858154|0.0|16.925182434489038|10.751793975459139|11.177240228872211|5.010242292920706|,0|777|587|416|143|55|6|,0|0|0|0|0|0|0|,0|3|28|54|21|6|1|,0|774|559|362|122|49|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|755|750|163|81|7|,0|0|0|0|0|0|0|,782|4|755|750|163|81|7|,7|0|135|223|23|22|3|,775|6|620|527|140|59|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
134,0|1|2|3|4|5|6|,757|549|314|162|73|57|57|,49.84741030631973|134.4593188156105|181.3429854668015|218.25988232814933|247.32879632779216|270.21809182552283|301.8522813243159|,10.459082345476542|0.0|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|14.207827548598091|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,751|6|549|476|130|54|3|,49.62012227921898|78.29629503176226|134.4593188156105|193.9071394406216|257.36487204602787|300.03284354696746|334.60216131658734|,10.183278998450149|2.4880084830191778|0.0|17.4920442294133|11.357635622352722|12.128439504862653|7.447220567270551|,0|757|549|476|130|54|3|,0|0|0|0|0|0|0|,0|47|49|70|14|14|1|,0|710|500|406|116|40|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|691|702|185|79|6|,0|0|0|0|0|0|0|,812|5|691|702|185|79|6|,29|0|157|220|44|17|3|,783|5|534|482|141|62|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
135,0|1|2|3|4|5|6|,735|478|288|143|81|48|58|,50.636431490707444|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779216|270.2180918255228|298.9779202319771|,10.03471014248039|0.0|2.842170943040401e-14|0.0|2.842170943040401e-14|0.0|13.654742083013902|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,730|5|478|431|129|55|3|,50.449706217453056|77.89832138584889|134.4593188156105|193.59151505188908|255.84574348973845|297.22281970997767|331.1547631353005|,9.808846010650617|2.599736574781442|0.0|17.382497703123125|11.063838907402864|11.692190895821266|2.571863304394423|,0|735|478|431|129|55|3|,0|0|0|0|0|0|0|,0|35|23|44|19|8|0|,0|700|455|387|110|47|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|663|653|180|74|7|,0|0|0|0|0|0|0|,751|3|663|653|180|74|7|,0|0|92|184|28|14|0|,750|4|571|469|152|60|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
136,0|1|2|3|4|5|6|,702|504|254|165|87|51|61|,49.69395536902246|134.4593188156105|181.34298546680154|218.25988232814927|247.32879632779208|270.21809182552283|300.53894714230665|,10.272858945641476|0.0|5.684341886080802e-14|8.526512829121202e-14|1.1368683772161603e-13|5.684341886080802e-14|14.65614420193598|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,698|4|504|419|138|54|7|,49.5343563343245|77.54398692381552|134.4593188156105|195.88066561506497|255.7878837943448|296.4233210039572|332.2880630667164|,10.08229078748732|1.5347987958855462|0.0|18.03723633330487|11.048366028344844|9.65958456041284|3.6572896285545373|,0|702|504|419|138|54|7|,0|0|0|0|0|0|0|,0|7|55|62|13|9|2|,0|695|449|357|125|45|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|664|607|207|75|5|,0|0|0|0|0|0|0|,807|3|664|607|207|75|5|,0|0|90|176|26|13|2|,802|8|574|431|181|62|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
137,0|1|2|3|4|5|6|,749|517|257|127|108|64|55|,50.51350800622228|134.4593188156105|181.34298546680154|218.2598823281492|247.3287963277921|270.2180918255228|301.5132512185918|,9.888313726538046|0.0|5.684341886080802e-14|1.7053025658242404e-13|8.526512829121202e-14|0.0|14.394386745930476|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,742|7|517|384|172|52|3|,50.24802016222274|78.65521947017183|134.4593188156105|193.55248000167435|255.8457434897384|299.51071346472014|336.22390561903376|,9.540375641007657|3.861285552705208|0.0|17.36850291982593|11.063838907402864|12.058024928567955|2.025123441308352|,0|749|517|384|172|52|3|,0|0|0|0|0|0|0|,0|1|22|34|23|6|0|,0|748|495|350|149|46|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|708|655|192|87|6|,0|0|0|0|0|0|0|,762|3|708|655|192|87|6|,36|0|83|177|26|15|0|,727|2|625|478|166|72|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
138,0|1|2|3|4|5|6|,683|556|285|139|90|62|67|,49.84448547070554|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.21809182552283|299.9465775697007|,9.689533403996718|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|5.684341886080802e-14|15.011090946713157|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,681|2|556|424|152|62|5|,49.758623199682745|79.08058875396947|134.4593188156105|193.44545873030938|256.6652194913402|297.2073184647249|333.9133904714005|,9.573138768476879|0.22904211219304216|0.0|17.32962487021049|11.248793321662157|11.846128420709533|5.707059010582163|,0|683|556|424|152|62|5|,0|0|0|0|0|0|0|,0|67|32|78|22|11|1|,0|616|524|346|130|51|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|579|691|166|97|7|,0|0|0|0|0|0|0|,882|6|579|691|166|97|7|,0|0|60|206|34|20|1|,882|6|519|485|132|77|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
139,0|1|2|3|4|5|6|,841|455|316|134|65|54|75|,49.7582359940254|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779216|270.2180918255229|299.96734914442476|,10.241273326739464|0.0|2.842170943040401e-14|0.0|2.842170943040401e-14|1.1368683772161603e-13|14.3334761608596|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,835|6|455|450|119|69|6|,49.53737659006171|80.4945030456398|134.4593188156105|192.3360169766251|257.71553546121606|297.1055132242926|332.8784622259439|,9.936643252679934|2.967637278917419|0.0|16.88140600381765|11.395647917384183|10.861860837248875|5.831717248985837|,0|841|455|450|119|69|6|,0|0|0|0|0|0|0|,0|76|21|42|12|13|3|,0|765|434|408|107|56|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|736|657|158|94|5|,0|0|0|0|0|0|0|,852|5|736|657|158|94|5|,31|0|96|137|20|33|0|,817|9|640|520|138|61|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
140,0|1|2|3|4|5|6|,759|563|289|176|82|44|60|,50.74087912101727|134.4593188156105|181.3429854668015|218.25988232814933|247.32879632779213|270.21809182552283|299.4685716112834|,9.635282041610797|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|13.449616017634723|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,752|7|563|465|126|56|4|,50.47669160146206|79.12216693609261|134.4593188156105|195.31583245088154|255.3218836444599|297.1403228601813|332.0640541267116|,9.27522829165689|3.3619717692704207|0.0|17.905130497434644|10.911768540364857|10.58160601668223|2.7278729742332075|,0|759|563|465|126|56|4|,0|0|0|0|0|0|0|,0|57|30|71|15|8|3|,0|702|533|394|111|48|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|660|712|203|77|3|,0|0|0|0|0|0|0|,678|5|660|712|203|77|3|,10|0|115|234|57|23|1|,669|4|545|478|146|54|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
141,0|1|2|3|4|5|6|,634|495|303|137|92|37|52|,50.28996708113255|134.4593188156105|181.3429854668015|218.25988232814936|247.3287963277921|270.2180918255229|298.8027708976702|,10.302335473905032|0.0|2.842170943040401e-14|0.0|8.526512829121202e-14|1.1368683772161603e-13|13.09786761273216|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,630|4|495|440|129|50|2|,50.118546587376464|77.28869484771616|134.4593188156105|192.8375647168121|253.8939430984591|297.4723195685085|332.0640541267116|,10.106164034948875|1.7720391257932369|0.0|17.0944097441958|10.352315311048466|11.493303727874505|2.7278729742332075|,0|634|495|440|129|50|2|,0|0|0|0|0|0|0|,0|0|49|72|14|13|1|,0|634|446|368|115|37|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|611|633|184|55|4|,0|0|0|0|0|0|0|,618|8|611|633|184|55|4|,13|0|81|203|24|15|0|,607|6|530|430|160|40|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
142,0|1|2|3|4|5|6|,588|481|249|136|81|63|36|,49.82854313267346|134.45931881561046|181.3429854668015|218.25988232814936|247.32879632779216|270.2180918255228|301.0312387169162|,10.264215344061547|2.842170943040401e-14|2.842170943040401e-14|0.0|2.842170943040401e-14|0.0|14.476230021243303|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,582|6|481|385|144|33|3|,49.533410444724765|78.45641386369688|134.45931881561046|194.3837594230179|257.34286310804936|298.29273649706306|331.1547631353005|,9.892057736639783|2.23096815991964|2.842170943040401e-14|17.645484457975655|11.354884419837287|11.748115070490385|2.571863304394423|,0|588|481|385|144|33|3|,0|0|0|0|0|0|0|,0|16|43|73|26|6|0|,0|572|438|312|118|27|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|553|584|165|71|6|,0|0|0|0|0|0|0|,718|4|553|584|165|71|6|,0|0|65|194|38|14|1|,717|5|488|390|127|57|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
143,0|1|2|3|4|5|6|,681|443|238|111|72|41|55|,50.146714366122346|134.4593188156105|181.34298546680157|218.25988232814922|247.3287963277922|270.21809182552283|297.3002421510286|,10.141075212061315|0.0|8.526512829121202e-14|1.4210854715202004e-13|0.0|5.684341886080802e-14|14.18100478630401|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,676|5|443|349|113|50|5|,49.94952782228742|76.80633509260255|134.4593188156105|193.08446269204396|255.63376195086255|293.7924997018597|332.3776666427183|,9.913707828265007|1.8260753000402021|0.0|17.192923436497164|11.005560333057623|9.181068168596141|3.9650292823195743|,0|681|443|349|113|50|5|,0|0|0|0|0|0|0|,0|6|15|47|30|17|0|,0|675|428|302|83|33|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|634|575|146|53|4|,0|0|0|0|0|0|0|,762|5|634|575|146|53|4|,0|0|147|154|14|8|0|,763|4|487|421|132|45|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
144,0|1|2|3|4|5|6|,732|417|246|126|75|45|47|,50.26540940351597|134.45931881561046|181.34298546680157|218.25988232814922|247.32879632779213|270.2180918255229|299.38740423540924|,9.642980668568132|2.842170943040401e-14|8.526512829121202e-14|1.4210854715202004e-13|5.684341886080802e-14|1.1368683772161603e-13|13.05051966525432|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,728|4|417|372|120|44|3|,50.1167740435282|77.31704492128824|134.45931881561046|193.84709569403225|255.91228213944112|296.8758245956167|336.22390561903376|,9.457515611108734|1.3804516967138034|2.842170943040401e-14|17.471696398085275|11.081232533641371|9.100717614082688|2.025123441308352|,0|732|417|372|120|44|3|,0|0|0|0|0|0|0|,0|0|18|69|33|6|0|,0|732|399|303|87|38|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|702|556|138|63|3|,0|0|0|0|0|0|0|,604|4|702|556|138|63|3|,0|0|150|154|23|18|2|,604|4|552|402|115|45|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
145,0|1|2|3|4|5|6|,568|507|227|132|71|37|40|,50.53833051835669|134.4593188156105|181.34298546680157|218.25988232814936|247.3287963277921|270.2180918255229|298.63329807489987|,10.18308465311778|0.0|8.526512829121202e-14|0.0|8.526512829121202e-14|1.1368683772161603e-13|12.642714634210652|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,565|3|507|359|108|39|1|,50.39222063293438|78.05569227288989|134.4593188156105|194.91688626261742|255.1704994149776|297.5960015471994|339.0878626552117|,10.009837790435434|1.1521039490648208|0.0|17.800435749459965|10.862723040770225|10.995330195403303|0.0|,0|568|507|359|108|39|1|,0|0|0|0|0|0|0|,0|5|23|44|12|4|0|,0|563|484|315|96|35|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|540|632|168|58|2|,0|0|0|0|0|0|0|,649|6|540|632|168|58|2|,16|0|70|172|41|11|1|,637|3|470|460|127|47|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
146,0|1|2|3|4|5|6|,604|421|298|125|69|40|42|,50.120489215030005|134.45931881561046|181.3429854668015|218.25988232814922|247.32879632779213|270.2180918255228|301.30383997231996|,10.20467449919146|2.842170943040401e-14|2.842170943040401e-14|1.4210854715202004e-13|5.684341886080802e-14|0.0|12.759910642838763|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,601|3|421|423|109|41|1|,49.991648062526366|75.93166676659335|134.45931881561046|192.25223394828728|255.7285377948492|300.62012433377953|329.3361811524784|,10.06539179037493|0.4335795506758986|2.842170943040401e-14|16.844105752310707|11.032157895471423|12.130655705504537|0.0|,0|604|421|423|109|41|1|,0|0|0|0|0|0|0|,0|20|5|47|8|0|0|,0|584|416|376|101|41|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|563|622|167|69|5|,0|0|0|0|0|0|0|,658|4|563|622|167|69|5|,6|0|46|179|34|14|2|,653|3|517|443|133|55|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
147,0|1|2|3|4|5|6|,623|461|241|163|83|43|53|,49.60269194175513|134.45931881561046|181.34298546680157|218.25988232814933|247.32879632779213|270.21809182552283|301.9379877874054|,9.799509539669188|2.842170943040401e-14|8.526512829121202e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|13.878461262865516|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,621|2|461|404|126|50|3|,49.50815968635403|78.95495724379768|134.45931881561046|196.23767405194926|255.14022256908112|300.18498126653174|331.1547631353005|,9.672308746362129|0.8695491063558975|2.842170943040401e-14|18.11115496679504|10.852633946305042|12.22625412090608|2.571863304394423|,0|623|461|404|126|50|3|,0|0|0|0|0|0|0|,0|37|4|38|22|11|0|,0|586|457|366|104|39|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|560|626|203|61|6|,0|0|0|0|0|0|0|,735|4|560|626|203|61|6|,0|0|28|171|21|6|0|,735|4|532|455|182|55|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
148,0|1|2|3|4|5|6|,695|476|292|122|107|54|53|,49.33367935419047|134.4593188156105|181.3429854668015|218.25988232814925|247.32879632779213|270.2180918255229|302.4257168677533|,10.160453493158109|0.0|2.842170943040401e-14|1.1368683772161603e-13|5.684341886080802e-14|1.1368683772161603e-13|15.608920525225376|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,691|4|476|414|161|47|6|,49.173878673323166|76.93924697401792|134.4593188156105|192.22187777859966|255.00595133945333|298.55069646119966|332.7800433857561|,9.968892373022896|1.6970769807549893|0.0|16.830467833921375|10.806755321127696|11.845924034087302|3.729711725866319|,0|695|476|414|161|47|6|,0|0|0|0|0|0|0|,0|0|10|33|11|7|2|,0|695|466|381|150|40|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|658|676|189|78|7|,0|0|0|0|0|0|0|,704|5|658|676|189|78|7|,0|0|38|154|24|6|0|,703|6|620|522|165|72|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
149,0|1|2|3|4|5|6|,671|558|280|182|78|68|70|,50.05471477015652|134.4593188156105|181.34298546680154|218.25988232814927|247.32879632779208|270.2180918255227|299.5900948774494|,9.92529837295623|0.0|5.684341886080802e-14|8.526512829121202e-14|1.1368683772161603e-13|5.684341886080802e-14|15.102270351622805|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,665|6|558|462|146|64|6|,49.806313512038486|77.58585421157146|134.4593188156105|195.886005442484|257.9895640938584|296.39329117435096|333.68933437716714|,9.616216883024101|1.7702197539930555|0.0|18.03839622809335|11.417770985099258|11.363461524944915|3.432470580297946|,0|671|558|462|146|64|6|,0|0|0|0|0|0|0|,0|31|50|57|21|14|0|,0|622|502|405|125|50|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|593|692|205|98|7|,0|0|0|0|0|0|0|,1011|7|593|692|205|98|7|,1|0|79|234|36|28|0|,1009|8|514|458|169|70|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
150,0|1|2|3|4|5|6|,944|474|270|141|114|37|69|,50.297649317086496|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.2180918255229|299.38357994320575|,10.061670077705182|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|1.1368683772161603e-13|15.033022801867384|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,936|8|474|411|151|63|6|,50.05979274230428|78.12686856660426|134.4593188156105|194.00790628784787|252.93743164842806|295.92629293842083|335.68509349344674|,9.76629152397469|2.3222163208178634|0.0|17.525677056945106|9.844842356948146|10.376246878756415|5.010242292920706|,0|944|474|411|151|63|6|,0|0|0|0|0|0|0|,0|145|35|45|13|7|1|,0|799|439|366|138|56|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|746|629|206|79|5|,0|0|0|0|0|0|0|,779|5|746|629|206|79|5|,0|0|97|203|27|15|1|,781|3|649|426|179|64|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
151,0|1|2|3|4|5|6|,749|572|255|130|87|81|60|,50.45370094486854|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779208|270.2180918255227|302.1245934646642|,9.562248403296241|0.0|2.842170943040401e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|13.945833807484329|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,746|3|572|385|168|56|4|,50.3338211002054|80.26382231777181|134.4593188156105|193.8084311602436|258.36470665705514|299.56683628102263|337.933194035646|,9.389245628837683|3.8096376992363554|0.0|17.458471773307693|11.437346537437092|10.36613425190496|6.249342204717007|,0|749|572|385|168|56|4|,0|0|0|0|0|0|0|,0|54|21|31|17|10|1|,0|695|551|354|151|46|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|670|712|181|107|4|,0|0|0|0|0|0|0|,729|4|670|712|181|107|4|,0|0|94|179|24|33|0|,729|4|576|533|157|74|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
152,0|1|2|3|4|5|6|,690|513|343|144|89|53|74|,49.86846463764274|134.45931881561046|181.34298546680154|218.25988232814936|247.32879632779216|270.2180918255229|297.98693054783797|,9.726497103211505|2.842170943040401e-14|5.684341886080802e-14|0.0|2.842170943040401e-14|1.1368683772161603e-13|13.399486332903042|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,686|4|513|487|142|71|3|,49.69585667521314|79.47073019431849|134.45931881561046|192.2588646208756|255.87198408398731|296.5854728328747|331.1547631353005|,9.486477737971928|2.0176437953785373|2.842170943040401e-14|16.847075923599967|11.070749387757921|11.764599902880205|2.571863304394423|,0|690|513|487|142|71|3|,0|0|0|0|0|0|0|,0|63|61|91|25|10|0|,0|627|452|396|117|61|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|591|660|175|96|8|,0|0|0|0|0|0|0|,802|7|591|660|175|96|8|,15|0|97|222|30|38|3|,789|4|494|438|145|58|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
153,0|1|2|3|4|5|6|,740|442|240|155|73|51|58|,50.02048913469018|134.4593188156105|181.34298546680154|218.25988232814933|247.32879632779216|270.21809182552283|301.0749845493422|,9.964625847540432|0.0|5.684341886080802e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|12.758222566776787|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,737|3|442|395|124|55|3|,49.91541584062709|75.8334950428545|134.4593188156105|195.8293627161912|256.7429420566974|299.5334647346257|329.3361811524784|,9.847452466424441|0.7567552920424803|0.0|18.02600812711068|11.263082333115829|11.212013697734784|0.0|,0|740|442|395|124|55|3|,0|0|0|0|0|0|0|,0|56|17|64|28|9|1|,0|684|425|331|96|46|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|640|560|174|69|7|,0|0|0|0|0|0|0|,768|10|640|560|174|69|7|,24|0|63|151|28|13|2|,749|5|577|409|146|56|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
154,0|1|2|3|4|5|6|,727|516|254|117|90|43|54|,49.942001896443486|134.4593188156105|181.34298546680154|218.25988232814922|247.32879632779213|270.21809182552283|302.2109953108944|,9.566454814497746|0.0|5.684341886080802e-14|1.4210854715202004e-13|5.684341886080802e-14|5.684341886080802e-14|14.872433469845719|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,723|4|516|371|133|49|5|,49.79756264415609|76.04939674738897|134.4593188156105|192.98524135029936|254.72909487217117|299.33177745056|330.4273303421716|,9.393023758255664|0.6967151929790868|0.0|17.15382865798975|10.706222564834855|12.399305569810686|2.182298379386566|,0|727|516|371|133|49|5|,0|0|0|0|0|0|0|,0|26|60|57|18|9|0|,0|701|456|314|115|40|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|685|612|163|67|6|,0|0|0|0|0|0|0|,675|1|685|612|163|67|6|,0|0|134|202|20|18|2|,674|2|551|410|143|49|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
155,0|1|2|3|4|5|6|,613|493|261|113|71|56|48|,50.02639407800296|134.45931881561046|181.34298546680148|218.25988232814927|247.3287963277921|270.2180918255228|300.43454832178554|,9.913068244684936|2.842170943040401e-14|0.0|8.526512829121202e-14|8.526512829121202e-14|0.0|14.398604691640575|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,611|2|493|374|127|45|3|,49.943675408202495|75.29694770204455|134.45931881561046|192.4970211495082|257.4217140275788|298.14405640317483|334.7919271009448|,9.823105350380564|0.007928056530793981|2.842170943040401e-14|16.95169233071386|11.364540816505762|11.71321845336915|0.0|,0|613|493|374|127|45|3|,0|0|0|0|0|0|0|,0|0|36|49|3|3|0|,0|613|457|325|124|42|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|580|622|150|84|8|,0|0|0|0|0|0|0|,744|4|580|622|150|84|8|,0|0|39|193|22|30|1|,743|5|541|429|128|54|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
156,0|1|2|3|4|5|6|,690|499|258|130|66|48|56|,50.38755574999598|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779216|270.2180918255228|301.26200915233886|,10.032581786602307|0.0|2.842170943040401e-14|0.0|2.842170943040401e-14|0.0|15.890815224360004|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,686|4|499|388|114|49|7|,50.23410049464648|76.70513204243667|134.4593188156105|193.71204884818093|256.9663944320997|296.8533853358808|332.12237586754503|,9.857320004352458|1.355711139219457|0.0|17.425088470055982|11.301085508822213|11.41629714800014|4.405360652167262|,0|690|499|388|114|49|7|,0|0|0|0|0|0|0|,0|99|41|62|13|10|2|,0|591|458|326|101|39|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|562|616|149|68|6|,0|0|0|0|0|0|0|,1003|5|562|616|149|68|6|,53|0|97|250|26|16|0|,949|8|465|366|123|52|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
