Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
25,0|1|2|3|4|5|6|,718|508|267|132|83|43|64|,50.43395409480607|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.21809182552283|302.77112737818396|,9.927091742613158|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|5.684341886080802e-14|16.65608725038257|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,712|6|508|399|126|57|7|,50.21452890419326|76.47241004752648|134.4593188156105|193.5560942028865|255.14022256908112|298.8794435664133|334.46055270260206|,9.67458848473402|1.4736775397933455|0.0|17.369802836159113|10.852633946305042|13.089924760652616|3.696944478467622|,0|718|508|399|126|57|7|,0|0|0|0|0|0|0|,0|17|12|38|12|8|0|,0|701|496|361|114|49|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|668|671|176|75|12|,0|0|0|0|0|0|0|,780|7|668|671|176|75|12|,0|0|65|162|17|15|3|,783|4|603|509|159|60|9|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
26,0|1|2|3|4|5|6|,726|534|314|154|86|53|61|,49.985438910201964|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779208|270.2180918255229|305.57210810281464|,9.6105517564016|0.0|2.842170943040401e-14|0.0|1.1368683772161603e-13|1.1368683772161603e-13|16.852879547619086|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,722|4|534|468|139|53|8|,49.83729272880315|76.72582465268971|134.4593188156105|193.49085323741596|256.0563694312434|300.83452121531025|336.95862123253096|,9.428062273280094|0.6874538807244214|0.0|17.3462067957445|11.117439789216556|12.33147130820896|4.940412315636799|,0|726|534|468|139|53|8|,0|0|0|0|0|0|0|,0|59|20|53|13|5|0|,0|667|514|415|126|48|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|628|730|194|76|16|,0|0|0|0|0|0|0|,1049|4|628|730|194|76|16|,4|0|60|226|32|13|4|,1042|8|568|504|162|63|12|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
27,0|1|2|3|4|5|6|,1016|511|298|155|99|50|66|,50.29581527233641|134.45931881561052|181.3429854668015|218.25988232814933|247.32879632779213|270.21809182552283|303.45214366576164|,9.969559754791856|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|16.980455177264226|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,1008|8|511|453|149|56|10|,50.074282387141004|78.2089588069576|134.45931881561052|193.9745947681457|255.0097679713259|298.04178459607283|333.7501544560188|,9.686764544268149|3.803008138374918|2.842170943040401e-14|17.514630005477166|10.808085134276276|11.846582956466504|5.933930593688363|,0|1016|511|453|149|56|10|,0|0|0|0|0|0|0|,0|115|36|92|23|15|3|,0|901|475|361|126|41|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|880|657|188|72|9|,0|0|0|0|0|0|0|,984|3|880|657|188|72|9|,64|0|185|214|51|18|1|,921|1|695|443|137|54|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
28,0|1|2|3|4|5|6|,873|619|271|128|74|51|55|,49.79278389891408|134.4593188156105|181.3429854668015|218.25988232814927|247.32879632779213|270.21809182552283|303.41882883604165|,9.782797344723543|0.0|2.842170943040401e-14|8.526512829121202e-14|5.684341886080802e-14|5.684341886080802e-14|16.75254388612492|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,872|1|619|399|125|47|8|,49.76277523688823|75.96033718546079|134.4593188156105|193.1859999987627|256.6676288908662|297.9521416548637|335.53561602546216|,9.748165027038482|0.0|0.0|17.232247468035386|11.249244619035473|10.827362139666143|5.801380741362872|,0|873|619|399|125|47|8|,0|0|0|0|0|0|0|,0|28|26|15|8|4|2|,0|845|593|384|117|43|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|808|781|176|78|6|,0|0|0|0|0|0|0|,770|3|808|781|176|78|6|,0|0|145|291|28|16|0|,761|12|663|490|148|62|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
29,0|1|2|3|4|5|6|,705|577|316|135|90|42|60|,50.14447497380225|134.45931881561046|181.3429854668015|218.2598823281494|247.32879632779213|270.21809182552283|302.9919590804484|,10.691652050255172|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|15.300609698424136|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,693|12|577|451|132|55|5|,49.61853917729517|80.5172672220856|134.45931881561046|192.39349783106306|254.61175398616098|300.0332958385634|335.5372547411837|,9.994325636218104|2.97783771191312|2.842170943040401e-14|16.906708777990943|10.66115836512482|12.12579250945344|6.036038626804259|,0|705|577|451|132|55|5|,0|0|0|0|0|0|0|,0|18|47|49|11|16|1|,0|687|530|402|121|39|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|638|733|188|63|7|,0|0|0|0|0|0|0|,690|4|638|733|188|63|7|,13|0|87|191|29|7|3|,677|3|551|542|159|56|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
30,0|1|2|3|4|5|6|,632|489|304|178|92|50|51|,49.79801207347167|134.45931881561046|181.3429854668015|218.2598823281493|247.3287963277921|270.21809182552283|302.45095585335935|,9.597680068447042|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|8.526512829121202e-14|5.684341886080802e-14|15.442369956039293|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,629|3|489|482|142|47|4|,49.643435314725735|82.2076058238686|134.45931881561046|194.9761963409092|255.38840741854233|299.8392892863875|333.1380380152783|,9.349823735615374|4.623078628242669|2.842170943040401e-14|17.816604642595404|10.932588390624815|13.052591278333823|4.094019832758606|,0|632|489|482|142|47|4|,0|0|0|0|0|0|0|,0|0|21|63|7|6|0|,0|632|468|419|135|41|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|597|661|224|77|12|,0|0|0|0|0|0|0|,835|1|597|661|224|77|12|,59|0|38|189|39|7|0|,773|4|559|472|185|70|12|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
31,0|1|2|3|4|5|6|,721|496|275|139|113|56|75|,50.173171479507175|134.4593188156105|181.34298546680148|218.25988232814936|247.32879632779216|270.2180918255228|301.4632332229814|,9.936148763675783|0.0|0.0|0.0|2.842170943040401e-14|0.0|15.6373362676001|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,718|3|496|414|169|64|11|,50.05721685801348|77.92497755700057|134.4593188156105|193.73778900237483|254.91341495425908|296.29685378214896|331.5221681514611|,9.792960832162278|1.2066243812302682|0.0|17.43406232218898|10.77404925131884|10.087742961406162|4.039328739443079|,0|721|496|414|169|64|11|,0|0|0|0|0|0|0|,0|20|76|51|34|13|0|,0|701|420|363|135|51|11|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|662|595|203|83|13|,0|0|0|0|0|0|0|,895|5|662|595|203|83|13|,18|0|90|156|38|18|1|,878|4|572|439|165|65|12|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
32,0|1|2|3|4|5|6|,836|509|249|149|91|64|70|,50.01211096816517|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.2180918255228|307.0937912815391|,9.860266527717426|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|0.0|16.963277483228197|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,832|4|509|398|155|58|12|,49.88574257817738|76.2967360856261|134.4593188156105|195.16363278424075|256.77986027524224|301.22482225415405|335.4604749138999|,9.71341742897104|0.9446613665211662|0.0|17.866312414763392|11.26967549321373|11.955977949751743|4.062408625903843|,0|836|509|398|155|58|12|,0|0|0|0|0|0|0|,0|131|37|59|26|10|5|,0|705|472|339|129|48|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|684|634|183|85|8|,0|0|0|0|0|0|0|,1066|11|684|634|183|85|8|,45|0|132|165|35|23|0|,1023|9|552|469|148|62|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
33,0|1|2|3|4|5|6|,955|492|296|125|80|56|63|,49.79603288233661|134.4593188156105|181.3429854668015|218.25988232814922|247.3287963277922|270.2180918255228|302.02559110239235|,9.727219698668238|0.0|2.842170943040401e-14|1.4210854715202004e-13|0.0|0.0|16.53780730554598|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,946|9|492|421|136|56|7|,49.53292825971965|77.45125210407485|134.4593188156105|192.30405935675037|256.7538003562695|297.7573895684791|336.17120337369886|,9.387582513840036|2.2187902754841526|0.0|16.867237280121994|11.265034457927982|11.8685201947216|4.788973723358623|,0|955|492|421|136|56|7|,0|0|0|0|0|0|0|,0|44|3|42|19|7|2|,0|911|489|379|117|49|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|853|694|165|86|9|,0|0|0|0|0|0|0|,860|3|853|694|165|86|9|,0|0|162|159|29|21|0|,858|5|691|535|136|65|9|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
34,0|1|2|3|4|5|6|,826|620|306|175|74|47|64|,50.16001880041714|134.4593188156105|181.34298546680154|218.25988232814927|247.32879632779213|270.2180918255229|301.1827423057967|,9.894417019660114|0.0|5.684341886080802e-14|8.526512829121202e-14|5.684341886080802e-14|1.1368683772161603e-13|16.751370235958998|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,821|5|620|481|121|56|8|,49.99461814566673|77.31880631043461|134.4593188156105|194.77428889868483|256.21967970294367|296.1380707182836|336.4954434183885|,9.692141452155973|2.5196686548135494|0.0|17.7606906292797|11.156085766036307|10.563157844511858|6.219105472059712|,0|826|620|481|121|56|8|,0|0|0|0|0|0|0|,0|30|50|79|13|15|3|,0|796|570|402|108|41|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|762|764|193|77|5|,0|0|0|0|0|0|0|,629|5|762|764|193|77|5|,0|0|143|252|45|9|1|,629|5|619|512|148|68|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
35,0|1|2|3|4|5|6|,606|558|319|145|84|48|66|,49.752952100732436|134.4593188156105|181.3429854668015|218.2598823281494|247.3287963277921|270.2180918255228|300.19598864829663|,10.079923075217273|0.0|2.842170943040401e-14|2.842170943040401e-14|8.526512829121202e-14|0.0|14.74758855535873|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,601|5|558|464|132|62|4|,49.52436304983058|77.22935601913454|134.4593188156105|192.8795157359727|255.65217650878503|297.5272561101802|341.5613429891007|,9.803665411443857|0.7931676320946199|0.0|17.111439665712176|11.01079701317555|10.604038942041667|4.920825057033919|,0|606|558|464|132|62|4|,0|0|0|0|0|0|0|,0|34|44|61|14|18|1|,0|572|514|403|118|44|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|555|723|179|75|7|,0|0|0|0|0|0|0|,721|5|555|723|179|75|7|,53|0|65|225|32|26|0|,668|4|490|498|147|49|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
36,0|1|2|3|4|5|6|,616|437|288|162|80|42|55|,50.526428525996934|134.45931881561046|181.3429854668015|218.25988232814933|247.3287963277922|270.21809182552283|304.7878007587362|,9.983958087137344|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|0.0|5.684341886080802e-14|16.926636977189215|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,613|3|437|450|122|48|7|,50.37355339974917|81.76391265595517|134.45931881561046|194.63306833688674|255.20871772865019|300.15415362278594|336.5613811195379|,9.753459484277496|6.980492527702835|2.842170943040401e-14|17.72011049344698|10.875324738113823|12.205862469098228|8.530647363586288|,0|616|437|450|122|48|7|,0|0|0|0|0|0|0|,0|0|12|47|11|5|0|,0|616|425|403|111|43|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|575|636|191|70|9|,0|0|0|0|0|0|0|,669|3|575|636|191|70|9|,0|0|45|134|10|1|0|,667|5|530|502|181|69|9|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
37,0|1|2|3|4|5|6|,612|473|279|160|104|52|70|,50.49083678237863|134.45931881561046|181.3429854668015|218.25988232814933|247.32879632779216|270.21809182552283|303.309835780733|,9.776428835482616|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|16.22166133697659|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,608|4|473|439|156|62|8|,50.309199076999484|78.09976800000848|134.45931881561046|194.7978909287962|254.95856149370235|299.26336967232015|334.6699481209322|,9.547220720707628|1.240774860249778|2.842170943040401e-14|17.76735422702068|10.790117375352006|12.188740637237805|6.384275990764742|,0|612|473|439|156|62|8|,0|0|0|0|0|0|0|,0|118|38|59|22|22|4|,0|494|435|380|134|40|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|446|622|204|75|4|,0|0|0|0|0|0|0|,1041|9|446|622|204|75|4|,48|0|36|158|44|16|0|,999|2|410|464|160|59|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
38,0|1|2|3|4|5|6|,933|362|267|154|86|59|56|,50.188010964023576|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779208|270.21809182552283|299.8093323032202|,10.011506813668328|0.0|2.842170943040401e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|14.539383659579935|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,931|2|362|421|145|52|4|,50.12828699773971|77.98951726916349|134.4593188156105|194.84702849921854|256.6423717372135|297.1629715647104|334.2120219038451|,9.938804250488205|0.908481164784483|0.0|17.78111879544063|11.244487217284057|11.3040179342724|4.875840751366667|,0|933|362|421|145|52|4|,0|0|0|0|0|0|0|,0|0|10|75|29|8|0|,0|933|352|346|116|44|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|891|511|181|83|5|,0|0|0|0|0|0|0|,760|2|891|511|181|83|5|,0|0|161|102|34|18|2|,760|2|730|409|147|65|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
39,0|1|2|3|4|5|6|,717|651|220|134|90|40|61|,49.40020950105178|134.4593188156105|181.34298546680154|218.25988232814936|247.32879632779213|270.2180918255228|299.6036869803815|,9.92596269859561|0.0|5.684341886080802e-14|0.0|5.684341886080802e-14|0.0|13.78486871906815|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,715|2|651|354|130|58|3|,49.32424441749111|76.55772687399372|134.4593188156105|195.31717806403486|254.37165648094003|297.8776701801536|332.97334511812267|,9.834908536103402|1.4778827916444255|0.0|17.90546754731927|10.564290229721808|11.787005904201237|2.571863304394423|,0|717|651|354|130|58|3|,0|0|0|0|0|0|0|,0|39|74|64|12|7|1|,0|678|577|290|118|51|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|650|693|167|77|7|,0|0|0|0|0|0|0|,710|2|650|693|167|77|7|,5|0|116|209|35|17|2|,700|7|534|484|132|60|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
40,0|1|2|3|4|5|6|,662|471|329|110|65|50|58|,49.86682785906707|134.4593188156105|181.34298546680154|218.25988232814922|247.32879632779216|270.21809182552283|301.2783084489398|,10.10526159325074|0.0|5.684341886080802e-14|1.4210854715202004e-13|2.842170943040401e-14|5.684341886080802e-14|13.640716817708894|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,656|6|471|439|115|53|5|,49.604567078631156|78.54067318672736|134.4593188156105|190.59323297192284|257.2806639355011|298.44734533534694|331.28651745302506|,9.76282091553952|4.033792444446505|0.0|15.99760463889833|11.346874880149894|10.450883389227334|3.9006726010933335|,0|662|471|439|115|53|5|,0|0|0|0|0|0|0|,0|53|17|22|16|3|1|,0|609|454|417|99|50|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|573|688|150|89|6|,0|0|0|0|0|0|0|,699|4|573|688|150|89|6|,0|0|25|202|35|25|1|,702|1|548|486|115|64|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
41,0|1|2|3|4|5|6|,645|483|258|180|64|37|61|,50.302484341248565|134.4593188156105|181.3429854668015|218.2598823281493|247.32879632779216|270.2180918255229|300.33895898009087|,9.756665118327561|0.0|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|1.1368683772161603e-13|15.103793545077394|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,644|1|483|438|101|57|4|,50.26170739094664|76.56284033568717|134.4593188156105|196.51431294406777|255.71398378735677|297.78649421470806|336.7115818867975|,9.709163130945413|0.0|0.0|18.163401507028283|11.028130613744104|12.000108413691441|3.32493962208958|,0|645|483|438|101|57|4|,0|0|0|0|0|0|0|,0|0|23|29|8|11|0|,0|645|460|409|93|46|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|602|634|204|68|7|,0|0|0|0|0|0|0|,669|4|602|634|204|68|7|,0|0|77|167|45|11|3|,670|3|525|467|159|57|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
42,0|1|2|3|4|5|6|,644|467|264|144|105|36|57|,50.10187758085716|134.4593188156105|181.34298546680154|218.25988232814936|247.32879632779216|270.21809182552283|302.43311237157747|,9.88835116115631|0.0|5.684341886080802e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|14.66594478903416|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,641|3|467|408|141|53|4|,49.96744601318809|78.82542253948391|134.4593188156105|194.372478476689|253.17287177402125|299.73662975607937|338.16150702692676|,9.710328385869595|3.789659915540552|0.0|17.64201693421029|9.98065889501047|11.193385566949086|5.661713541406222|,0|644|467|408|141|53|4|,0|0|0|0|0|0|0|,0|39|5|34|9|6|1|,0|605|462|374|132|47|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|586|654|201|68|6|,0|0|0|0|0|0|0|,907|5|586|654|201|68|6|,23|0|52|168|49|13|1|,890|1|534|486|152|55|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
43,0|1|2|3|4|5|6|,798|484|270|160|75|62|54|,49.631917574286014|134.4593188156105|181.3429854668015|218.25988232814933|247.32879632779213|270.21809182552283|303.73700519148576|,9.830053809080953|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|15.920694666087694|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,798|0|484|430|137|49|5|,49.631917574286014|nan|134.4593188156105|195.0795052291635|257.6874556041374|300.3802445741742|336.6332592411396|,9.830053809080953|nan|0.0|17.84426261068871|11.393006237739053|12.345433851759502|7.159343433177746|,0|798|484|430|137|49|5|,0|0|0|0|0|0|0|,0|2|9|74|21|10|1|,0|796|475|356|116|39|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|720|643|187|76|8|,0|0|0|0|0|0|0|,636|8|720|643|187|76|8|,0|0|141|267|42|28|0|,642|2|579|376|145|48|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
44,0|1|2|3|4|5|6|,613|508|240|111|81|44|54|,49.97723511696465|134.4593188156105|181.34298546680154|218.25988232814922|247.32879632779216|270.21809182552283|304.6715497662123|,9.761561552404366|0.0|5.684341886080802e-14|1.4210854715202004e-13|2.842170943040401e-14|5.684341886080802e-14|17.871492110042087|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,611|2|508|351|125|46|8|,49.885857080834384|77.89322515475986|134.4593188156105|193.01755968791156|255.38582834299328|299.2830894551638|335.6551965547413|,9.645470166263971|1.31258538924547|0.0|17.166635348159016|10.931789502942264|13.01710989594517|7.391476309878495|,0|613|508|351|125|46|8|,0|0|0|0|0|0|0|,0|33|37|56|32|10|2|,0|580|471|295|93|36|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|557|610|148|56|12|,0|0|0|0|0|0|0|,614|6|557|610|148|56|12|,0|0|89|104|22|7|1|,615|5|468|506|126|49|11|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
45,0|1|2|3|4|5|6|,559|422|323|140|72|41|53|,50.03870923792987|134.4593188156105|181.3429854668015|218.25988232814936|247.3287963277922|270.21809182552283|303.5026942664107|,10.620392858037892|0.0|2.842170943040401e-14|0.0|0.0|5.684341886080802e-14|16.340135185393933|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,554|5|422|463|113|44|9|,49.78225663098698|78.45365808720244|134.4593188156105|192.50576205554597|255.6337619508625|297.84658927050145|331.1547631353005|,10.314907191167283|2.590451033030202|0.0|16.955456078877003|11.005560333057621|11.483299495465404|2.571863304394423|,0|559|422|463|113|44|9|,0|0|0|0|0|0|0|,0|27|4|84|17|12|3|,0|532|418|379|96|32|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|482|626|162|57|7|,0|0|0|0|0|0|0|,799|2|482|626|162|57|7|,0|0|31|206|29|10|1|,798|3|451|420|133|47|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
46,0|1|2|3|4|5|6|,770|406|233|142|76|41|41|,50.24697655269308|134.4593188156105|181.34298546680154|218.25988232814933|247.3287963277921|270.21809182552283|302.11454296001585|,10.127121341959938|0.0|5.684341886080802e-14|2.842170943040401e-14|8.526512829121202e-14|5.684341886080802e-14|16.41638873470016|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,767|3|406|375|117|36|5|,50.13607439123672|78.60096249836657|134.4593188156105|195.32218374496523|255.34983150221052|297.5211197525016|335.1871900541184|,9.98960905299255|1.6479219556779745|0.0|17.90672042946688|10.920569538064239|11.434247994935081|4.77732876316675|,0|770|406|375|117|36|5|,0|0|0|0|0|0|0|,0|87|17|55|10|12|2|,0|683|389|320|107|24|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|663|544|167|55|4|,0|0|0|0|0|0|0|,645|3|663|544|167|55|4|,0|0|107|166|26|15|0|,646|2|556|378|141|40|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
47,0|1|2|3|4|5|6|,596|511|232|123|82|48|37|,49.79082140721923|134.45931881561052|181.34298546680154|218.25988232814925|247.32879632779213|270.2180918255228|300.0356055371108|,9.65604779301417|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|5.684341886080802e-14|0.0|15.25602465257994|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,594|2|511|355|130|34|3|,49.69832707599927|77.26163777954582|134.45931881561052|194.13391029481778|255.78022851156962|296.9034926580977|335.53288483259286|,9.539585366208321|0.13003270524387034|2.842170943040401e-14|17.56682938612338|11.046294522441599|11.389905739400959|5.387618543892824|,0|596|511|355|130|34|3|,0|0|0|0|0|0|0|,0|9|45|82|16|10|0|,0|587|466|273|114|24|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|554|604|144|58|5|,0|0|0|0|0|0|0|,490|4|554|604|144|58|5|,6|0|81|222|44|9|1|,480|8|473|382|100|49|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
48,0|1|2|3|4|5|6|,449|426|237|100|53|35|51|,50.30413198728459|134.4593188156105|181.34298546680157|218.25988232814925|247.32879632779222|270.21809182552283|298.42648743056697|,10.076315002743634|0.0|8.526512829121202e-14|1.1368683772161603e-13|2.842170943040401e-14|5.684341886080802e-14|14.957868053812396|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,442|7|426|337|88|47|4|,49.873651583743715|77.48589461086569|134.4593188156105|192.2975542683884|256.43249340075323|295.47231291271913|333.1380380152783|,9.549043943572691|2.0922803276424804|0.0|16.86434430922299|11.202674324847205|11.405338214583676|4.094019832758606|,0|449|426|337|88|47|4|,0|0|0|0|0|0|0|,0|7|8|34|5|6|1|,0|442|418|303|83|41|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|419|581|119|68|5|,0|0|0|0|0|0|0|,499|2|419|581|119|68|5|,0|0|31|157|16|20|1|,499|2|388|424|103|48|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|,475|352|244|139|61|31|48|,50.39805439135005|134.4593188156105|181.34298546680157|218.25988232814936|247.3287963277922|270.2180918255228|298.37501724489493|,9.812791093560362|0.0|8.526512829121202e-14|0.0|0.0|0.0|12.133867894398433|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,473|2|352|383|92|46|2|,50.287406356782|76.56631456669504|134.4593188156105|194.74102375329588|255.04149372376654|296.7433500077852|335.9033636984169|,9.68448428764037|0.5037824221126499|0.0|17.751241298583434|10.81908076775311|9.373411875667363|6.56718254593855|,0|475|352|383|92|46|2|,0|0|0|0|0|0|0|,0|0|16|43|9|8|1|,0|475|336|340|83|38|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|449|511|160|57|1|,0|0|0|0|0|0|0|,547|7|449|511|160|57|1|,0|0|38|61|24|4|0|,552|2|411|450|136|53|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|,531|374|234|169|88|37|44|,50.07600096213422|134.4593188156105|181.34298546680154|218.25988232814933|247.32879632779216|270.2180918255229|301.690791492999|,9.956366530598848|0.0|5.684341886080802e-14|2.842170943040401e-14|2.842170943040401e-14|1.1368683772161603e-13|12.674563504668106|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,529|2|374|403|125|43|1|,49.966780280011044|78.96487138371708|134.4593188156105|196.82426479575383|254.10402779512034|300.68048148946866|345.1341216448052|,9.814873466447564|1.1593634937724602|0.0|18.216772013932747|10.44875656168351|10.930165721176241|0.0|,0|531|374|403|125|43|1|,0|0|0|0|0|0|0|,0|0|9|57|15|6|0|,0|531|365|346|110|37|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|513|523|207|60|2|,0|0|0|0|0|0|0|,577|4|513|523|207|60|2|,0|0|48|113|29|7|0|,580|1|465|410|178|53|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
51,0|1|2|3|4|5|6|,547|420|244|134|102|58|50|,50.741250948844105|134.4593188156105|181.34298546680157|218.25988232814936|247.32879632779208|270.21809182552283|302.9381298766013|,9.784424289113955|0.0|8.526512829121202e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|14.825006330433926|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,546|1|420|378|160|48|2|,50.69590626690746|75.49944728625164|134.4593188156105|194.42992774040096|255.62616594571955|301.4653927525447|338.2838208539597|,9.735789066281184|0.0|0.0|17.659593428852226|11.003390498483961|13.091166358883198|8.947639701481307|,0|547|420|378|160|48|2|,0|0|0|0|0|0|0|,0|63|34|72|25|10|0|,0|484|386|306|135|38|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|453|530|180|71|8|,0|0|0|0|0|0|0|,713|6|453|530|180|71|8|,11|0|28|111|27|9|0|,701|7|425|419|153|62|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
