Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
121,0|1|2|3|4|5|6|,583|482|258|166|90|51|56|,49.99581646950601|134.4593188156105|181.3429854668015|218.25988232814927|247.32879632779213|270.21809182552283|297.2226130843888|,9.58986918076708|0.0|2.842170943040401e-14|8.526512829121202e-14|5.684341886080802e-14|5.684341886080802e-14|12.478286817249362|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,582|1|482|424|141|53|3|,49.94256131702583|80.99031521296929|134.4593188156105|195.7962988606311|255.60790320995002|295.4048639484592|329.3361811524784|,9.511580022033547|0.0|0.0|18.018690624029567|10.99815044072469|10.14113699109532|0.0|,0|583|482|424|141|53|3|,0|0|0|0|0|0|0|,0|27|29|73|26|9|0|,0|556|453|351|115|44|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|517|616|193|77|5|,0|0|0|0|0|0|0|,737|4|517|616|193|77|5|,26|0|68|160|42|27|0|,711|4|449|456|151|50|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
122,0|1|2|3|4|5|6|,665|414|279|130|87|49|49|,49.576770785508224|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779208|270.21809182552283|299.22092062354614|,9.888866969003729|0.0|2.842170943040401e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|13.377046736173853|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,661|4|414|409|136|45|4|,49.39334796636985|79.88739164812321|134.4593188156105|193.07696246429592|255.57567485270985|296.30153097882027|332.0640541267116|,9.623072697228874|5.523543234765686|0.0|17.189991344157274|10.988823143812109|9.475518323234702|2.7278729742332075|,0|665|414|409|136|45|4|,0|0|0|0|0|0|0|,0|65|39|79|18|7|1|,0|600|375|330|118|38|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|575|543|158|79|2|,0|0|0|0|0|0|0|,684|8|575|543|158|79|2|,30|0|80|146|37|21|0|,658|4|495|397|121|58|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
123,0|1|2|3|4|5|6|,611|436|229|122|65|45|54|,49.778560206796286|134.4593188156105|181.34298546680154|218.25988232814925|247.32879632779216|270.2180918255229|299.63157065968113|,9.967735377047768|0.0|5.684341886080802e-14|1.1368683772161603e-13|2.842170943040401e-14|1.1368683772161603e-13|13.316922152308045|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,608|3|436|351|110|52|2|,49.648874944259035|76.0614400810128|134.4593188156105|194.17449947558904|256.69259903140915|298.1966351128197|336.93989487807823|,9.819332832774535|0.5275052665262968|0.0|17.57987279475138|11.253890260406543|11.330916453049428|2.1479677771334593|,0|611|436|351|110|52|2|,0|0|0|0|0|0|0|,0|7|51|46|10|11|1|,0|604|385|305|100|41|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|564|532|155|73|1|,0|0|0|0|0|0|0|,794|4|564|532|155|73|1|,15|0|82|121|36|30|1|,778|5|482|411|119|43|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
124,0|1|2|3|4|5|6|,741|439|251|118|70|35|35|,50.17474157509298|134.4593188156105|181.34298546680154|218.25988232814922|247.32879632779213|270.21809182552283|301.0635118040963|,10.103689087991144|0.0|5.684341886080802e-14|1.4210854715202004e-13|5.684341886080802e-14|5.684341886080802e-14|14.06581975686669|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,737|4|439|369|105|35|0|,50.01839678911821|78.98126839094658|134.4593188156105|193.14838879915666|254.95856149370232|301.0635118040963|nan|,9.903475749054838|2.4114841038850665|0.0|17.217761451117433|10.790117375352004|14.06581975686669|nan|,0|741|439|369|105|35|0|,0|0|0|0|0|0|0|,0|3|8|39|20|9|0|,0|738|431|330|85|26|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|713|592|152|42|6|,0|0|0|0|0|0|0|,612|3|713|592|152|42|6|,0|0|135|175|21|4|1|,610|5|578|417|131|38|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
125,0|1|2|3|4|5|6|,591|523|255|124|71|42|37|,49.87877382961419|134.4593188156105|181.3429854668015|218.25988232814925|247.3287963277921|270.21809182552283|300.4233540866897|,9.903379405087891|0.0|2.842170943040401e-14|1.1368683772161603e-13|8.526512829121202e-14|5.684341886080802e-14|14.27860484996639|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,586|5|523|379|113|33|4|,49.632247287494195|78.77168456607765|134.4593188156105|193.42133694650371|255.83632208801058|296.9187689878063|329.3361811524784|,9.574187856529704|2.760913877471742|0.0|17.320758683269347|11.061341533440446|10.722944052039612|0.0|,0|591|523|379|113|33|4|,0|0|0|0|0|0|0|,0|67|21|22|6|5|2|,0|524|502|357|107|28|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|506|667|176|54|3|,0|0|0|0|0|0|0|,464|3|506|667|176|54|3|,0|0|36|167|17|10|0|,464|3|470|500|159|44|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
126,0|1|2|3|4|5|6|,447|426|297|138|91|53|41|,50.199838290716905|134.4593188156105|181.3429854668015|218.2598823281494|247.32879632779213|270.2180918255229|298.7712590572037|,10.78528984099809|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|14.140356054926203|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,444|3|426|435|144|38|3|,50.030431881308076|75.2719868832253|134.4593188156105|193.0545527469532|255.75332869848475|296.0710943681836|332.97334511812267|,10.6222565438272|0.06003512224099162|0.0|17.18120814170463|11.038970296097897|10.750386937003297|2.571863304394423|,0|447|426|435|144|38|3|,0|0|0|0|0|0|0|,0|0|17|72|13|4|1|,0|447|409|363|131|34|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|432|592|182|73|4|,0|0|0|0|0|0|0|,567|2|432|592|182|73|4|,0|0|30|137|44|19|0|,566|3|402|455|138|54|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
127,0|1|2|3|4|5|6|,536|364|257|143|64|56|52|,50.479096324710355|134.4593188156105|181.34298546680154|218.25988232814936|247.32879632779216|270.2180918255228|298.1479023954099|,10.077161414539733|0.0|5.684341886080802e-14|0.0|2.842170943040401e-14|0.0|13.692291137463016|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,533|3|364|400|120|49|3|,50.321950659641224|78.39864281865961|134.4593188156105|194.54077609473336|258.0104675600664|295.92806027862616|334.4053236362117|,9.884674020647452|0.5721613101053113|0.0|17.692930733778905|11.419186876951358|10.609842009794304|3.9904819852490356|,0|536|364|400|120|49|3|,0|0|0|0|0|0|0|,0|34|28|39|23|10|2|,0|502|336|361|97|39|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|479|524|163|79|1|,0|0|0|0|0|0|0|,546|4|479|524|163|79|1|,11|0|28|87|24|12|0|,534|5|451|437|139|67|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
128,0|1|2|3|4|5|6|,492|417|221|162|92|36|59|,49.337567405455594|134.45931881561046|181.34298546680157|218.25988232814933|247.3287963277921|270.21809182552283|297.49323472177014|,10.222092222143147|2.842170943040401e-14|8.526512829121202e-14|2.842170943040401e-14|8.526512829121202e-14|5.684341886080802e-14|11.607454579677094|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,487|5|417|383|128|58|1|,49.033388790610594|78.96456449135808|134.45931881561046|196.9579653402698|253.7664106865289|296.9442184039993|329.3361811524784|,9.816617353113045|3.018961083682285|2.842170943040401e-14|18.238119558551865|10.291237958853399|10.921184390702054|0.0|,0|492|417|383|128|58|1|,0|0|0|0|0|0|0|,0|26|50|83|24|18|1|,0|466|367|300|104|40|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|432|493|185|60|3|,0|0|0|0|0|0|0|,648|2|432|493|185|60|3|,91|0|65|145|49|14|2|,557|3|367|348|136|46|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
129,0|1|2|3|4|5|6|,537|327|215|92|76|46|44|,49.82568195300451|134.4593188156105|181.34298546680157|218.25988232814925|247.3287963277921|270.2180918255229|299.46505995759543|,10.20256815866266|0.0|8.526512829121202e-14|1.1368683772161603e-13|8.526512829121202e-14|1.1368683772161603e-13|12.14264262905738|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,534|3|327|307|122|43|1|,49.67395247058757|76.83352982321999|134.4593188156105|192.4060294773683|255.9591864334938|298.77038272050515|329.3361811524784|,10.026587633555677|2.0590122235513806|0.0|16.912194178488754|11.093237400033532|11.385926861566245|0.0|,0|537|327|307|122|43|1|,0|0|0|0|0|0|0|,0|0|6|13|5|1|1|,0|537|321|294|117|42|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|518|475|147|80|2|,0|0|0|0|0|0|0|,544|3|518|475|147|80|2|,14|0|32|64|6|21|0|,530|3|486|411|141|59|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
130,0|1|2|3|4|5|6|,499|449|217|142|69|57|54|,49.67791890114545|134.45931881561046|181.34298546680154|218.25988232814933|247.32879632779213|270.21809182552283|298.0027517361896|,10.432084148118232|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|11.4256458452438|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,496|3|449|359|126|54|0|,49.49585949683085|79.77840708115912|134.45931881561046|195.94521208048226|257.6834776243845|298.0027517361896|nan|,10.195203666468357|2.271773975426281|2.842170943040401e-14|18.051145995919352|11.392626353415048|11.4256458452438|nan|,0|499|449|359|126|54|0|,0|0|0|0|0|0|0|,0|34|23|73|8|10|0|,0|465|426|286|118|44|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|442|542|170|87|4|,0|0|0|0|0|0|0|,583|5|442|542|170|87|4|,0|0|21|129|18|22|0|,586|2|421|413|152|65|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
131,0|1|2|3|4|5|6|,558|374|270|108|93|45|65|,49.79329101671723|134.4593188156105|181.3429854668015|218.25988232814925|247.3287963277921|270.2180918255229|298.35411580687656|,9.610671140084616|0.0|2.842170943040401e-14|1.1368683772161603e-13|8.526512829121202e-14|1.1368683772161603e-13|13.088592422850207|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,557|1|374|378|138|61|4|,49.73506914220914|82.22287511771752|134.4593188156105|191.89067028432945|254.7926970335739|296.32250496454196|329.3361811524784|,9.52046872021874|0.0|0.0|16.677354032482935|10.730033321224532|10.745875200214929|0.0|,0|558|374|378|138|61|4|,0|0|0|0|0|0|0|,0|18|25|45|21|18|3|,0|540|349|333|117|43|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|517|543|163|72|2|,0|0|0|0|0|0|0|,664|3|517|543|163|72|2|,0|0|30|157|37|23|0|,662|5|487|386|126|49|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
132,0|1|2|3|4|5|6|,639|434|213|135|64|49|45|,50.10806939628359|134.4593188156105|181.3429854668016|218.2598823281494|247.32879632779216|270.21809182552283|297.57732070027646|,9.96998742073119|0.0|1.1368683772161603e-13|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|11.638868559634044|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,635|4|434|348|113|44|1|,49.9425144258477|76.38992095298295|134.4593188156105|195.66419545611748|257.254243048047|296.8555284172719|329.3361811524784|,9.779708284021718|0.9429744368170586|0.0|17.9888180975627|11.343367680291264|10.728359023746629|0.0|,0|639|434|348|113|44|1|,0|0|0|0|0|0|0|,0|54|25|35|18|7|0|,0|585|409|313|95|37|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|561|552|165|68|2|,0|0|0|0|0|0|0|,536|4|561|552|165|68|2|,0|0|74|167|13|20|0|,535|5|487|385|152|48|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
133,0|1|2|3|4|5|6|,491|433|236|115|93|45|45|,49.80316012775056|134.45931881561046|181.34298546680157|218.25988232814925|247.3287963277921|270.2180918255229|299.82914362364636|,10.298463221918874|2.842170943040401e-14|8.526512829121202e-14|1.1368683772161603e-13|8.526512829121202e-14|1.1368683772161603e-13|13.43041554397629|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,486|5|433|351|138|43|2|,49.50251934588223|79.02544412535137|134.45931881561046|193.43826506524886|254.7926970335739|298.32984546071316|332.0640541267116|,9.905279426350285|3.9327952512077853|2.842170943040401e-14|17.326984760206518|10.730033321224532|11.740609111577788|2.7278729742332075|,0|491|433|351|138|43|2|,0|0|0|0|0|0|0|,0|0|16|18|21|3|0|,0|491|417|333|117|40|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|454|584|179|63|6|,0|0|0|0|0|0|0|,730|4|454|584|179|63|6|,0|0|10|122|23|16|2|,728|6|444|462|156|47|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
134,0|1|2|3|4|5|6|,683|399|271|146|83|57|42|,50.96726884261176|134.4593188156105|181.3429854668015|218.25988232814936|247.32879632779213|270.21809182552283|300.41475655241675|,10.013817564644663|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|5.684341886080802e-14|15.270919076208965|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,677|6|399|417|140|38|4|,50.73188032445981|77.52693997409075|134.4593188156105|194.26832585470748|256.6480094947253|296.97020060895755|333.1380380152783|,9.738189052122241|1.7022430966097424|0.0|17.609629009576146|11.245554229718271|11.463070486503607|4.094019832758606|,0|683|399|417|140|38|4|,0|0|0|0|0|0|0|,0|32|0|36|14|0|1|,0|651|399|381|126|38|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|614|593|191|80|6|,0|0|0|0|0|0|0|,711|4|614|593|191|80|6|,0|0|36|118|21|15|2|,711|4|578|475|170|65|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
135,0|1|2|3|4|5|6|,699|522|271|164|94|54|62|,50.454694119951775|134.45931881561046|181.3429854668015|218.2598823281493|247.32879632779208|270.2180918255229|297.30840912355956|,10.01766715216731|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|1.1368683772161603e-13|12.484905948093607|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,696|3|522|435|148|59|3|,50.338508827765516|77.40968190716676|134.45931881561046|195.26107991567747|255.6802960364236|295.58740807211507|331.1547631353005|,9.881014174039063|1.2280791060078804|2.842170943040401e-14|17.89132483042608|11.018729386676345|10.111915299365538|2.571863304394423|,0|699|522|435|148|59|3|,0|0|0|0|0|0|0|,0|40|44|71|42|12|1|,0|659|478|364|106|47|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|651|647|182|80|2|,0|0|0|0|0|0|0|,817|6|651|647|182|80|2|,48|0|104|214|40|17|0|,769|6|547|433|142|63|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
136,0|1|2|3|4|5|6|,743|491|255|133|84|41|61|,50.28381620322356|134.4593188156105|181.3429854668015|218.25988232814936|247.3287963277921|270.21809182552283|299.4583117725073|,10.205315580760532|0.0|2.842170943040401e-14|0.0|8.526512829121202e-14|5.684341886080802e-14|12.17126339902384|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,737|6|491|388|125|59|2|,50.06451734505405|77.22102594837918|134.4593188156105|193.99748877236658|254.83648525104775|298.2802199036483|334.2120219038451|,9.95067662966865|1.7521612451095403|0.0|17.522229865304666|10.746176869057276|10.489255445248759|4.875840751366667|,0|743|491|388|125|59|2|,0|0|0|0|0|0|0|,0|0|30|61|13|15|0|,0|743|461|327|112|44|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|712|635|175|72|4|,0|0|0|0|0|0|0|,621|8|712|635|175|72|4|,0|0|163|176|42|17|1|,624|5|549|459|133|55|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
137,0|1|2|3|4|5|6|,589|504|292|137|76|53|54|,50.460478683752704|134.4593188156105|181.3429854668015|218.25988232814936|247.3287963277921|270.2180918255229|300.9750211599383|,10.138062685151533|0.0|2.842170943040401e-14|0.0|8.526512829121202e-14|1.1368683772161603e-13|14.088695540414669|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,585|4|504|429|129|51|3|,50.26293162867264|79.35173548921281|134.4593188156105|193.1322975180944|256.73292548577444|299.04918106053645|333.7143028497708|,9.87898569150779|4.562278168311351|0.0|17.211535039649014|11.261271951954114|11.88077307418887|6.19159908203078|,0|589|504|429|129|51|3|,0|0|0|0|0|0|0|,0|4|47|67|19|9|2|,0|585|457|362|110|42|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|557|645|165|77|3|,0|0|0|0|0|0|0|,865|8|557|645|165|77|3|,10|0|48|176|16|25|0|,861|2|509|469|149|52|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
138,0|1|2|3|4|5|6|,825|459|280|138|90|44|53|,49.90129769678668|134.4593188156105|181.34298546680154|218.2598823281494|247.32879632779213|270.21809182552283|298.312536780562|,10.234690073618701|0.0|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|13.018625039814559|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,823|2|459|418|134|50|3|,49.823542009713094|81.89776292756548|134.4593188156105|193.5308605071508|254.84468440167382|296.34200319927777|331.1547631353005|,10.124166432182225|2.10183755365653|0.0|17.360709312248787|10.749177155104949|10.519367492411927|2.571863304394423|,0|825|459|418|134|50|3|,0|0|0|0|0|0|0|,0|82|25|61|11|10|0|,0|743|434|357|123|40|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|718|611|179|71|5|,0|0|0|0|0|0|0|,606|7|718|611|179|71|5|,0|0|79|155|20|17|0|,610|3|639|456|159|54|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
139,0|1|2|3|4|5|6|,596|562|270|133|85|55|47|,48.960539665628026|134.45931881561046|181.3429854668015|218.25988232814936|247.3287963277921|270.2180918255229|300.3780892449126|,10.181913278486316|2.842170943040401e-14|2.842170943040401e-14|0.0|8.526512829121202e-14|1.1368683772161603e-13|14.454068860767094|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,593|3|562|403|140|43|4|,48.8242567852125|75.89912236109878|134.45931881561046|193.52647748307757|256.3210195590434|297.33065214999493|333.1380380152783|,10.02504129169782|0.9473275791678978|2.842170943040401e-14|17.359125567414292|11.178800297036046|10.847793165283095|4.094019832758606|,0|596|562|403|140|43|4|,0|0|0|0|0|0|0|,0|71|93|49|31|15|1|,0|525|469|354|109|28|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|508|648|172|62|4|,0|0|0|0|0|0|0|,623|2|508|648|172|62|4|,19|0|90|197|36|7|0|,601|5|418|451|136|55|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
140,0|1|2|3|4|5|6|,551|379|267|142|77|45|57|,49.757648047237105|134.4593188156105|181.3429854668015|218.25988232814933|247.3287963277921|270.2180918255229|298.5470380974278|,10.125204336635152|0.0|2.842170943040401e-14|2.842170943040401e-14|8.526512829121202e-14|1.1368683772161603e-13|14.632865714486703|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,547|4|379|409|122|53|4|,49.56732148404939|75.78480556315779|134.4593188156105|194.1600988025262|255.77156925728292|295.7696337727294|335.34764539968086|,9.913574729803756|0.2871052955150142|0.0|17.575256948743114|11.04394447941553|10.89522376296932|4.676832915915435|,0|551|379|409|122|53|4|,0|0|0|0|0|0|0|,0|40|24|95|22|17|2|,0|511|355|314|100|36|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|473|533|147|67|3|,0|0|0|0|0|0|0|,589|8|473|533|147|67|3|,0|0|58|143|25|13|0|,596|1|415|390|122|54|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
141,0|1|2|3|4|5|6|,553|385|231|128|58|42|49|,49.82534000592007|134.45931881561046|181.3429854668016|218.25988232814927|247.3287963277922|270.21809182552283|299.9511145592304|,9.615400679351355|2.842170943040401e-14|1.1368683772161603e-13|8.526512829121202e-14|0.0|5.684341886080802e-14|13.50842165665414|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,552|1|385|359|100|47|2|,49.77811079266932|75.89586572033556|134.45931881561046|194.5055559354715|256.94230043683893|298.3771239073645|336.93989487807823|,9.559806579349768|0.0|2.842170943040401e-14|17.68242050963075|11.297206516035718|11.373156215364931|2.1479677771334593|,0|553|385|359|100|47|2|,0|0|0|0|0|0|0|,0|3|24|67|15|3|0|,0|550|361|292|85|44|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|515|516|141|71|5|,0|0|0|0|0|0|0|,478|2|515|516|141|71|5|,0|0|60|110|22|14|2|,478|2|455|406|119|57|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
142,0|1|2|3|4|5|6|,441|422|236|130|68|38|53|,50.229687022425686|134.4593188156105|181.34298546680157|218.25988232814936|247.32879632779216|270.2180918255229|300.4740888280619|,9.916245884380034|0.0|8.526512829121202e-14|0.0|2.842170943040401e-14|1.1368683772161603e-13|13.697312938904814|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,439|2|422|366|106|50|3|,50.096839849727616|79.38964142965106|134.4593188156105|194.4555444612693|255.53439282697857|298.5473296585422|332.5867416533895|,9.73799893281031|3.623747865429422|0.0|17.667364959260595|10.976725791307773|11.489981646483486|4.596986745702775|,0|441|422|366|106|50|3|,0|0|0|0|0|0|0|,0|0|23|52|17|5|1|,0|441|399|314|89|45|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|416|554|155|68|4|,0|0|0|0|0|0|0|,607|1|416|554|155|68|4|,0|0|27|155|20|14|1|,604|4|389|399|135|54|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
143,0|1|2|3|4|5|6|,577|351|238|130|77|49|51|,49.735603357340196|134.4593188156105|181.34298546680157|218.25988232814936|247.3287963277921|270.21809182552283|303.21676094498036|,10.338755944147572|0.0|8.526512829121202e-14|0.0|8.526512829121202e-14|5.684341886080802e-14|13.63494517498206|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,573|4|351|368|126|48|3|,49.54482368106002|77.06479198447383|134.4593188156105|194.3842805536907|256.23018902135397|301.47063580808543|331.1547631353005|,10.116606041060642|2.39622922140652|0.0|17.64564445175554|11.158486269171155|12.053447934043252|2.571863304394423|,0|577|351|368|126|48|3|,0|0|0|0|0|0|0|,0|43|27|51|22|8|0|,0|534|324|317|104|40|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|520|479|159|68|7|,0|0|0|0|0|0|0|,560|1|520|479|159|68|7|,0|0|39|99|29|15|2|,556|5|481|380|130|53|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
144,0|1|2|3|4|5|6|,540|430|215|131|83|40|49|,50.59927151976727|134.4593188156105|181.34298546680157|218.2598823281494|247.32879632779213|270.2180918255228|302.89070970320387|,9.875223762495025|0.0|8.526512829121202e-14|2.842170943040401e-14|5.684341886080802e-14|0.0|14.90188788891321|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,535|5|430|346|123|44|5|,50.322780574459685|80.18380266767963|134.4593188156105|195.32019208193609|254.77246966038743|299.7615482669575|330.4273303421716|,9.495405990831816|1.1523085509105535|0.0|17.90622211016358|10.722507440704366|12.280134272416696|2.182298379386566|,0|540|430|346|123|44|5|,0|0|0|0|0|0|0|,0|14|33|57|22|13|1|,0|526|397|289|101|31|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|512|542|158|54|8|,0|0|0|0|0|0|0|,567|3|512|542|158|54|8|,11|0|47|129|36|7|1|,557|2|465|413|122|47|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
145,0|1|2|3|4|5|6|,532|418|255|110|64|43|49|,50.049056385040515|134.4593188156105|181.3429854668015|218.25988232814922|247.32879632779216|270.21809182552283|302.6714905911758|,9.912240021613963|0.0|2.842170943040401e-14|1.4210854715202004e-13|2.842170943040401e-14|5.684341886080802e-14|16.31037710888983|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,530|2|418|365|107|42|7|,49.941644233653605|78.51327650257028|134.4593188156105|192.46862561679677|256.52729825678665|297.8376793584492|331.6743579875355|,9.772962959115462|3.396033329466995|0.0|16.939428596816935|11.222067146986982|12.066128064020763|2.6998940502662525|,0|532|418|365|107|42|7|,0|0|0|0|0|0|0|,0|0|16|61|7|4|3|,0|532|402|304|100|38|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|510|562|145|68|8|,0|0|0|0|0|0|0|,599|3|510|562|145|68|8|,0|0|49|109|24|20|1|,598|4|461|453|121|48|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
146,0|1|2|3|4|5|6|,570|421|270|139|63|46|47|,49.94015677082945|134.45931881561046|181.3429854668015|218.25988232814936|247.32879632779222|270.2180918255229|302.8152813062242|,9.925527407143312|2.842170943040401e-14|2.842170943040401e-14|0.0|2.842170943040401e-14|1.1368683772161603e-13|16.046942101229394|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,566|4|421|409|109|40|7|,49.751611790687626|76.619271460898|134.45931881561046|193.88931471796863|256.9884990149078|297.6575444981381|332.2880630667164|,9.702570171209976|0.9730126754861652|2.842170943040401e-14|17.486027715726546|11.304597879718813|11.027771877683657|3.6572896285545373|,0|570|421|409|109|40|7|,0|0|0|0|0|0|0|,0|10|16|67|11|0|2|,0|560|405|342|98|40|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|533|584|153|73|7|,0|0|0|0|0|0|0|,560|5|533|584|153|73|7|,0|0|53|174|23|14|0|,561|4|480|410|130|59|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
147,0|1|2|3|4|5|6|,530|437|228|141|78|39|63|,50.610343683564246|134.45931881561046|181.34298546680157|218.25988232814936|247.32879632779208|270.2180918255229|302.0604057219522|,9.968639279499463|2.842170943040401e-14|8.526512829121202e-14|0.0|1.1368683772161603e-13|1.1368683772161603e-13|15.78033999619317|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,526|4|437|369|117|56|7|,50.405659458437256|77.52631928776282|134.45931881561046|195.44944199105637|254.9585614937023|297.9499822852791|334.9437932153369|,9.724331690767023|1.4352550233515151|2.842170943040401e-14|17.93807361213328|10.790117375352006|11.209090171514024|4.420490256060474|,0|530|437|369|117|56|7|,0|0|0|0|0|0|0|,0|6|38|54|17|15|4|,0|524|399|315|100|41|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|511|541|167|68|5|,0|0|0|0|0|0|0|,962|6|511|541|167|68|5|,1|0|53|85|23|20|1|,963|4|458|456|144|48|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
