Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
107,0|1|2|3|4|5|6|,496|401|216|98|72|40|37|,49.498959292657084|134.45931881561046|181.3429854668015|218.25988232814927|247.3287963277922|270.2180918255228|300.03829843732547|,9.823577152570595|2.842170943040401e-14|2.842170943040401e-14|8.526512829121202e-14|0.0|0.0|12.471894398040604|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,496|0|401|314|112|35|2|,49.498959292657084|nan|134.45931881561046|192.8648195190693|255.50354471983877|298.3641337107453|329.3361811524784|,9.823577152570595|nan|2.842170943040401e-14|17.10548740706147|10.967575862144031|10.610575208072023|0.0|,0|496|401|314|112|35|2|,0|0|0|0|0|0|0|,0|0|27|29|15|4|0|,0|496|374|285|97|31|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|472|513|146|57|4|,0|0|0|0|0|0|0|,507|2|472|513|146|57|4|,0|0|39|87|39|18|1|,508|1|433|426|107|39|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
108,0|1|2|3|4|5|6|,479|385|243|133|58|37|40|,50.246088934129645|134.45931881561046|181.34298546680154|218.25988232814936|247.3287963277922|270.2180918255229|298.95907942430193|,10.211336427596796|2.842170943040401e-14|5.684341886080802e-14|0.0|0.0|1.1368683772161603e-13|14.48260971132845|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,478|1|385|376|95|37|3|,50.192595659130895|75.81587438353736|134.45931881561046|194.40135589914|256.2435745742766|296.20116598966774|332.97334511812267|,10.154745665405914|0.0|2.842170943040401e-14|17.65087748752856|11.161528676508931|11.171464500777697|2.571863304394423|,0|479|385|376|95|37|3|,0|0|0|0|0|0|0|,0|32|15|21|9|5|1|,0|447|370|355|86|32|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|434|534|155|61|4|,0|0|0|0|0|0|0|,475|6|434|534|155|61|4|,9|0|13|107|9|11|1|,468|4|421|427|146|50|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
109,0|1|2|3|4|5|6|,446|374|237|148|89|42|49|,50.342318305155096|134.4593188156105|181.34298546680157|218.25988232814936|247.32879632779216|270.21809182552283|299.9260282372988|,10.063930352063204|0.0|8.526512829121202e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|13.407957054326511|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,442|4|374|385|131|46|3|,50.09591589982083|77.56978409459184|134.4593188156105|195.5344159485664|254.66734908278974|297.67737853736963|334.4053236362116|,9.765000790614753|2.867493775361739|0.0|17.958476446835274|10.682693761263684|10.386089632568833|3.9904819852490356|,0|446|374|385|131|46|3|,0|0|0|0|0|0|0|,0|16|31|78|21|5|1|,0|430|343|307|110|41|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|416|476|177|65|4|,0|0|0|0|0|0|0|,790|3|416|476|177|65|4|,12|0|17|125|39|16|2|,778|3|399|351|138|49|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
110,0|1|2|3|4|5|6|,724|363|205|106|75|50|42|,50.31838265769283|134.4593188156105|181.34298546680157|218.25988232814927|247.32879632779213|270.21809182552283|300.8151101730627|,9.3349348615536|0.0|8.526512829121202e-14|8.526512829121202e-14|5.684341886080802e-14|5.684341886080802e-14|13.24224369741616|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,721|3|363|311|125|40|2|,50.208035526565396|76.83847650532164|134.4593188156105|193.92559340025124|256.4845145268843|299.060697496795|335.9033636984169|,9.194508474592691|2.5004045788349756|0.0|17.49825182465464|11.213418908244849|10.83195430694002|6.56718254593855|,0|724|363|311|125|40|2|,0|0|0|0|0|0|0|,0|48|22|44|21|8|0|,0|676|341|267|104|32|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|641|468|143|63|3|,0|0|0|0|0|0|0|,602|8|641|468|143|63|3|,0|0|111|116|26|16|0|,606|4|530|352|117|47|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
111,0|1|2|3|4|5|6|,560|470|217|104|58|45|46|,50.23022069023729|134.4593188156105|181.34298546680154|218.2598823281493|247.3287963277922|270.2180918255229|302.10822573470085|,10.025496225309539|0.0|5.684341886080802e-14|5.684341886080802e-14|0.0|1.1368683772161603e-13|15.008422690853953|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,556|4|470|321|103|43|3|,50.01353783329193|80.34913780564204|134.4593188156105|193.30360002624133|257.32897397243164|299.7143291604189|336.4207432994095|,9.720186450175065|4.980320739362008|0.0|17.27693472377817|11.353125922564479|12.251616990422859|6.5515144613572796|,0|560|470|321|103|43|3|,0|0|0|0|0|0|0|,0|3|46|35|8|9|0|,0|557|424|286|95|34|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|521|555|135|69|5|,0|0|0|0|0|0|0|,603|2|521|555|135|69|5|,0|0|52|120|25|16|1|,601|4|469|435|110|53|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
112,0|1|2|3|4|5|6|,569|424|264|116|64|36|53|,49.51209191388072|134.4593188156105|181.34298546680154|218.25988232814925|247.32879632779216|270.21809182552283|298.6492620948059|,9.854956996557723|0.0|5.684341886080802e-14|1.1368683772161603e-13|2.842170943040401e-14|5.684341886080802e-14|13.314696567688104|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,566|3|424|380|100|50|3|,49.35960698454156|78.28091524920174|134.4593188156105|192.61235398237088|255.56894270697515|296.6130133212909|332.58674165338954|,9.65512242880807|0.8121328618162976|0.0|17.00092492901751|10.986861838910682|10.648878623947864|4.596986745702774|,0|569|424|380|100|50|3|,0|0|0|0|0|0|0|,0|0|0|44|10|6|0|,0|569|424|336|90|44|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|549|605|140|69|4|,0|0|0|0|0|0|0|,593|3|549|605|140|69|4|,0|0|17|159|8|9|0|,592|4|532|446|132|60|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
113,0|1|2|3|4|5|6|,564|473|254|153|74|39|55|,50.292522366347875|134.45931881561046|181.34298546680154|218.25988232814933|247.32879632779213|270.2180918255229|301.9063893857428|,10.161116550166902|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|14.80646330172644|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,560|4|473|407|113|52|3|,50.099607210988815|77.30064411661706|134.45931881561046|195.22083612966694|255.22864167656644|299.8614810724925|337.35146681541505|,9.93574055691492|1.6456766117748234|2.842170943040401e-14|17.881063798258676|10.881835233080693|12.428186597261453|3.6197357776363566|,0|564|473|407|113|52|3|,0|0|0|0|0|0|0|,0|28|0|27|6|6|1|,0|536|473|380|107|46|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|516|648|190|65|7|,0|0|0|0|0|0|0|,497|4|516|648|190|65|7|,0|0|2|198|21|5|0|,496|5|514|450|169|60|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
114,0|1|2|3|4|5|6|,452|453|260|133|103|52|60|,50.16145989406291|134.45931881561046|181.34298546680154|218.25988232814936|247.32879632779208|270.21809182552283|301.3200296615183|,10.473465177116292|2.842170943040401e-14|5.684341886080802e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|15.838099074398716|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,448|4|453|393|155|53|7|,49.91549173684983|77.70989350192804|134.45931881561046|193.83649000257572|255.0077857850953|297.4357892475663|330.7292785100117|,10.187286598213294|2.493927488801139|2.842170943040401e-14|17.468078394561545|10.807394678033962|12.37408819720962|3.41237768797625|,0|452|453|393|155|53|7|,0|0|0|0|0|0|0|,0|14|11|59|13|9|1|,0|438|442|334|142|44|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|409|595|179|80|10|,0|0|0|0|0|0|0|,744|5|409|595|179|80|10|,33|0|13|112|23|15|0|,709|6|396|483|156|65|10|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
115,0|1|2|3|4|5|6|,639|356|287|152|69|70|69|,49.41233266976002|134.4593188156105|181.3429854668015|218.25988232814933|247.32879632779213|270.21809182552266|301.26167657288215|,10.171473363380173|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|15.941431640072347|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,634|5|356|439|139|60|9|,49.17824941881781|79.09408888923285|134.4593188156105|194.12514565569646|258.85577967197304|296.46787840451367|333.22033102867204|,9.861192582132|1.9134976768896035|0.0|17.56399926736763|11.444351573826777|10.652147455576406|4.160563789746328|,0|639|356|439|139|60|9|,0|0|0|0|0|0|0|,0|50|25|98|23|10|4|,0|589|331|341|116|50|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|550|520|148|97|8|,0|0|0|0|0|0|0|,863|6|550|520|148|97|8|,55|0|100|144|25|32|3|,810|4|450|376|123|65|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
116,0|1|2|3|4|5|6|,782|404|202|139|78|35|61|,49.337200123994265|134.4593188156105|181.34298546680154|218.25988232814936|247.32879632779208|270.21809182552283|300.5655990019311|,9.990621317606365|0.0|5.684341886080802e-14|0.0|1.1368683772161603e-13|5.684341886080802e-14|15.15667502402472|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,778|4|404|341|113|56|5|,49.20206295525751|75.62137944329388|134.4593188156105|196.3912220173216|254.41840112797416|297.4431297394979|335.53725474118363|,9.836325007676686|0.6493517356015513|0.0|18.140693851126724|10.583646016885282|11.315263653784834|6.036038626804258|,0|782|404|341|113|56|5|,0|0|0|0|0|0|0|,0|19|0|5|8|12|0|,0|763|404|336|105|44|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|738|552|191|63|6|,0|0|0|0|0|0|0|,633|3|738|552|191|63|6|,0|0|89|127|29|3|0|,630|6|649|425|162|60|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
117,0|1|2|3|4|5|6|,590|572|255|122|97|45|61|,49.94821152075797|134.4593188156105|181.3429854668015|218.25988232814925|247.32879632779216|270.2180918255229|303.9166994499178|,10.376248314158817|0.0|2.842170943040401e-14|1.1368683772161603e-13|2.842170943040401e-14|1.1368683772161603e-13|15.857473803290988|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,584|6|572|377|142|55|6|,49.658326661324814|78.16367117225279|134.4593188156105|193.28956747498304|254.58244630946731|300.30299104698327|337.04235981015165|,10.022935535592785|2.210184973415773|0.0|17.271650591749047|10.649671347558803|11.89012653921439|6.599266250095603|,0|590|572|377|142|55|6|,0|0|0|0|0|0|0|,0|0|9|54|32|17|3|,0|590|563|323|110|38|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|553|710|158|66|3|,0|0|0|0|0|0|0|,710|7|553|710|158|66|3|,0|0|39|206|23|17|0|,715|2|514|504|135|49|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
118,0|1|2|3|4|5|6|,669|463|320|124|63|55|50|,49.928951102035214|134.4593188156105|181.3429854668015|218.25988232814925|247.32879632779222|270.2180918255229|301.5150799664193|,9.976596735853281|0.0|2.842170943040401e-14|1.1368683772161603e-13|2.842170943040401e-14|1.1368683772161603e-13|13.657349252474711|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,667|2|463|444|118|47|3|,49.852225624733656|75.51689778210809|134.4593188156105|191.65310981546622|257.9975357547004|299.507105595034|332.97334511812267|,9.892472752693786|0.5097904141435095|0.0|16.562582320471584|11.41831547871775|11.437105047700964|2.571863304394423|,0|669|463|444|118|47|3|,0|0|0|0|0|0|0|,0|0|8|52|16|9|0|,0|669|455|392|102|38|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|634|674|142|76|5|,0|0|0|0|0|0|0|,778|5|634|674|142|76|5|,0|0|63|186|15|10|1|,778|5|571|488|127|66|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
119,0|1|2|3|4|5|6|,730|505|262|177|78|40|62|,49.57442894483583|134.45931881561046|181.3429854668015|218.25988232814933|247.32879632779208|270.2180918255228|299.2018078712275|,9.723407335516914|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|1.1368683772161603e-13|0.0|14.2755186967705|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,725|5|505|439|118|59|3|,49.38460340000793|77.09913294487941|134.45931881561046|196.22747463413307|255.08787954736178|297.4117985950419|334.4053236362116|,9.482788147552801|1.3455134100733908|2.842170943040401e-14|18.109145028184482|10.834970059765071|12.129477084627059|3.9904819852490356|,0|730|505|439|118|59|3|,0|0|0|0|0|0|0|,0|123|27|61|17|13|1|,0|607|478|378|101|46|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|577|637|197|66|4|,0|0|0|0|0|0|0|,694|3|577|637|197|66|4|,3|0|53|127|50|15|0|,694|0|524|510|147|51|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
120,0|1|2|3|4|5|6|,646|461|300|153|97|35|44|,49.65662639864206|134.45931881561046|181.34298546680154|218.25988232814933|247.32879632779216|270.21809182552283|303.2168309141535|,9.452497454144364|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|13.592156367577372|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,646|0|461|453|132|40|4|,49.65662639864206|nan|134.45931881561046|193.81160626103156|253.39792770976618|300.3611038527527|331.77410152816174|,9.452497454144364|nan|2.842170943040401e-14|17.459561373457884|10.103652106287678|10.570307560516081|4.222601955490938|,0|646|461|453|132|40|4|,0|0|0|0|0|0|0|,0|73|21|53|24|4|0|,0|573|440|400|108|36|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|541|646|191|53|6|,0|0|0|0|0|0|0|,733|3|541|646|191|53|6|,0|0|57|213|37|6|0|,735|1|484|433|154|47|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
121,0|1|2|3|4|5|6|,690|432|242|152|86|50|45|,49.94266684060337|134.4593188156105|181.34298546680154|218.25988232814933|247.32879632779208|270.21809182552283|301.4150267256497|,9.810989718317892|0.0|5.684341886080802e-14|2.842170943040401e-14|1.1368683772161603e-13|5.684341886080802e-14|15.001259128515814|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,689|1|432|394|136|41|4|,49.90365278056794|76.82335420500961|134.4593188156105|195.5850370478291|255.74397849607547|298.10452734281745|335.3476453996809|,9.764475184381764|0.0|0.0|17.970428934061136|11.036407947864035|11.025671526835078|4.676832915915436|,0|690|432|394|136|41|4|,0|0|0|0|0|0|0|,0|21|13|42|24|11|1|,0|669|419|352|112|30|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|635|577|190|67|3|,0|0|0|0|0|0|0|,700|3|635|577|190|67|3|,0|0|134|206|47|16|1|,702|1|501|371|143|51|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
122,0|1|2|3|4|5|6|,618|454|221|120|78|42|49|,49.56542664170151|134.4593188156105|181.34298546680157|218.25988232814927|247.32879632779208|270.21809182552283|296.1346252947763|,10.605774965638684|0.0|8.526512829121202e-14|8.526512829121202e-14|1.1368683772161603e-13|5.684341886080802e-14|12.566554165492487|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,617|1|454|341|120|47|2|,49.51920573397854|78.08372670677127|134.4593188156105|194.33426881976854|255.34004975199787|294.3982308444229|336.93989487807823|,10.551989858964436|0.0|0.0|17.630213398622004|10.917498134050803|9.516972773367927|2.1479677771334593|,0|618|454|341|120|47|2|,0|0|0|0|0|0|0|,0|35|33|41|3|6|0|,0|583|421|300|117|41|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|529|558|159|75|3|,0|0|0|0|0|0|0|,730|8|529|558|159|75|3|,0|0|28|98|31|14|1|,733|5|501|460|128|61|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
123,0|1|2|3|4|5|6|,698|445|279|131|69|54|56|,49.4205498294386|134.45931881561046|181.3429854668015|218.2598823281494|247.32879632779213|270.2180918255229|297.5449056409437|,10.45129054797262|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|11.514509168747315|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,693|5|445|410|123|54|2|,49.20621192967247|79.12778273702591|134.45931881561046|193.13838422006143|257.37775532679575|296.36745099236816|329.3361811524784|,10.177122870408668|2.0529703187135113|2.842170943040401e-14|17.213892281066542|11.359225986356513|9.933541786282474|0.0|,0|698|445|410|123|54|2|,0|0|0|0|0|0|0|,0|36|57|70|13|8|1|,0|662|388|340|110|46|1|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|646|564|152|84|2|,0|0|0|0|0|0|0|,622|3|646|564|152|84|2|,10|0|60|95|16|17|0|,611|5|586|469|136|67|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
124,0|1|2|3|4|5|6|,566|521|270|157|81|42|61|,50.186456767702644|134.45931881561046|181.3429854668015|218.2598823281493|247.32879632779216|270.21809182552283|299.42270543192313|,9.99961873906783|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|12.694895385073096|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,561|5|521|427|123|59|2|,49.93306534155212|78.61697478179117|134.45931881561046|194.91664543689896|255.1446533270172|298.3162190354896|332.0640541267116|,9.673327687463406|2.1720281872322924|2.842170943040401e-14|17.800369663669017|10.854116260245833|11.359122527711552|2.7278729742332075|,0|566|521|427|123|59|2|,0|0|0|0|0|0|0|,0|3|38|65|25|15|0|,0|563|483|362|98|44|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|529|641|184|59|5|,0|0|0|0|0|0|0|,658|6|529|641|184|59|5|,0|0|53|201|35|7|0|,660|4|476|440|149|52|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
125,0|1|2|3|4|5|6|,640|421|273|117|84|46|49|,50.543399701560304|134.45931881561046|181.3429854668015|218.25988232814922|247.3287963277921|270.2180918255229|302.0034485717671|,10.02112201798181|2.842170943040401e-14|2.842170943040401e-14|1.4210854715202004e-13|8.526512829121202e-14|1.1368683772161603e-13|13.611832198613875|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,636|4|421|390|130|46|3|,50.35959900502392|79.76771045084487|134.45931881561046|192.41805452520592|255.42808550391223|300.00888597948733|332.58674165338954|,9.766713995635422|6.436333669761999|2.842170943040401e-14|16.917447429000433|10.944795023908275|11.445908352655714|4.596986745702774|,0|640|421|390|130|46|3|,0|0|0|0|0|0|0|,0|0|19|36|12|9|1|,0|640|402|354|118|37|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|617|594|167|68|6|,0|0|0|0|0|0|0|,588|2|617|594|167|68|6|,10|0|80|171|19|16|0|,578|2|537|423|148|52|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
126,0|1|2|3|4|5|6|,554|484|228|154|71|57|54|,49.64070765737893|134.4593188156105|181.34298546680157|218.25988232814936|247.3287963277921|270.21809182552283|302.65915608943806|,10.176397347902371|0.0|8.526512829121202e-14|0.0|8.526512829121202e-14|5.684341886080802e-14|15.238869424497796|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,552|2|484|382|128|48|6|,49.54296420231276|76.6179012556442|134.4593188156105|196.22571352085274|257.5216857291253|299.09720520870525|331.1547631353005|,10.063967110405299|1.1076297948727714|0.0|18.1087973718868|11.37598624889249|12.092839914849003|2.571863304394423|,0|554|484|382|128|48|6|,0|0|0|0|0|0|0|,0|0|6|35|24|9|1|,0|554|478|347|104|39|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|530|622|183|74|8|,0|0|0|0|0|0|0|,648|3|530|622|183|74|8|,0|0|38|165|27|21|3|,648|3|492|457|156|53|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
127,0|1|2|3|4|5|6|,610|443|285|124|100|42|51|,50.207963125709824|134.4593188156105|181.3429854668015|218.25988232814925|247.3287963277921|270.21809182552283|300.6589433009552|,9.51874168270579|0.0|2.842170943040401e-14|1.1368683772161603e-13|8.526512829121202e-14|5.684341886080802e-14|14.973128839397148|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,607|3|443|409|142|46|5|,50.06035608508672|80.07378767845297|134.4593188156105|192.5353942951808|254.09886964402227|297.18604271175917|332.60962872155824|,9.303476224270904|3.746915022435919|0.0|16.968175711187556|10.446449921832846|11.169802543242916|2.672758747999873|,0|610|443|409|142|46|5|,0|0|0|0|0|0|0|,0|11|33|54|21|4|0|,0|599|410|355|121|42|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|571|597|179|70|7|,0|0|0|0|0|0|0|,706|6|571|597|179|70|7|,16|0|54|157|23|22|1|,695|2|517|440|156|48|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
128,0|1|2|3|4|5|6|,645|451|250|159|81|60|50|,49.61164897166548|134.4593188156105|181.3429854668015|218.25988232814927|247.32879632779216|270.21809182552283|303.2561507810412|,9.742813063910651|0.0|2.842170943040401e-14|8.526512829121202e-14|2.842170943040401e-14|5.684341886080802e-14|15.083740227382268|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,643|2|451|409|141|44|6|,49.5225417953875|78.25960614503715|134.4593188156105|195.6945419483524|257.06892207150725|299.2301654258527|332.7800433857561|,9.624621239329347|2.756989934776769|0.0|17.995770530490702|11.317003438612465|11.026165679740934|3.729711725866319|,0|645|451|409|141|44|6|,0|0|0|0|0|0|0|,0|137|48|67|24|6|2|,0|508|403|342|117|38|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|474|548|191|77|5|,0|0|0|0|0|0|0|,644|5|474|548|191|77|5|,60|0|31|199|50|17|0|,586|3|443|349|141|60|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
129,0|1|2|3|4|5|6|,541|407|202|98|87|43|60|,49.58594971683222|134.4593188156105|181.34298546680154|218.25988232814927|247.32879632779208|270.21809182552283|299.350780413122|,9.955676219201179|0.0|5.684341886080802e-14|8.526512829121202e-14|1.1368683772161603e-13|5.684341886080802e-14|14.738924498968276|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,538|3|407|300|130|56|4|,49.43354393738608|76.91738616417267|134.4593188156105|193.40250510817515|254.89987099242612|296.8399808353167|334.50197450239494|,9.770580104616721|1.6534947982889658|0.0|17.313810349467072|10.769187232875375|11.719042493761183|3.4599109852349894|,0|541|407|300|130|56|4|,0|0|0|0|0|0|0|,0|2|16|16|31|19|0|,0|539|391|284|99|37|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|506|530|149|61|7|,0|0|0|0|0|0|0|,595|2|506|530|149|61|7|,0|0|42|166|16|4|0|,589|8|464|364|133|57|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
130,0|1|2|3|4|5|6|,569|415|212|104|72|45|57|,50.1671323419788|134.4593188156105|181.34298546680157|218.2598823281493|247.3287963277922|270.2180918255229|302.5428323265545|,10.175270478010054|0.0|8.526512829121202e-14|5.684341886080802e-14|0.0|1.1368683772161603e-13|16.243132202287054|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,561|8|415|316|117|51|6|,49.7615928851257|78.60558675380246|134.4593188156105|193.4928502566122|256.1323715192269|298.64374277750835|335.68509349344674|,9.65654097009271|2.1581585637873855|0.0|17.3469331846895|11.135739662994782|12.14489540944192|5.010242292920706|,0|569|415|316|117|51|6|,0|0|0|0|0|0|0|,0|0|9|13|7|14|2|,0|569|406|303|110|37|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|539|554|151|69|8|,0|0|0|0|0|0|0|,718|4|539|554|151|69|8|,0|0|32|112|33|18|0|,718|4|507|442|118|51|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
131,0|1|2|3|4|5|6|,665|459|266|130|62|40|51|,49.97341920289581|134.4593188156105|181.34298546680154|218.25988232814936|247.32879632779222|270.2180918255228|304.1276236976186|,10.132002399606892|0.0|5.684341886080802e-14|0.0|2.842170943040401e-14|0.0|17.02700315603661|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,661|4|459|396|102|43|8|,49.80100583222116|78.46472870688159|134.4593188156105|193.4621687798703|256.3049906406276|298.5897266387612|333.8938203889775|,9.913070016089817|3.3455427100678308|0.0|17.335744467330017|11.175271796683974|11.95037017162304|5.454630376543118|,0|665|459|396|102|43|8|,0|0|0|0|0|0|0|,0|21|22|30|8|7|1|,0|644|437|366|94|36|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|609|605|168|63|9|,0|0|0|0|0|0|0|,584|1|609|605|168|63|9|,0|0|64|143|20|11|2|,580|5|545|462|148|52|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
132,0|1|2|3|4|5|6|,554|478|261|152|89|49|51|,50.04916142002533|134.4593188156105|181.34298546680148|218.25988232814933|247.32879632779216|270.21809182552283|300.82569553946655|,10.04411776449696|0.0|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|16.054549039142294|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,550|4|478|413|138|45|6|,49.839565383832785|78.86861639649952|134.4593188156105|194.92983370632902|255.45615487408782|296.1674429510066|335.7625899529165|,9.766201685876219|4.615597356264117|0.0|17.803983544293445|10.95333531131601|10.130386306651635|6.151886761083587|,0|554|478|413|138|45|6|,0|0|0|0|0|0|0|,0|0|34|87|22|2|1|,0|554|444|326|116|43|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|530|595|177|75|6|,0|0|0|0|0|0|0|,667|3|530|595|177|75|6|,26|0|72|211|54|23|1|,640|4|458|384|123|52|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
133,0|1|2|3|4|5|6|,594|416|246|101|71|47|53|,50.25366869588783|134.4593188156105|181.34298546680157|218.25988232814925|247.3287963277921|270.2180918255229|303.58682424938064|,9.986280468891106|0.0|8.526512829121202e-14|1.1368683772161603e-13|8.526512829121202e-14|1.1368683772161603e-13|15.79186707806909|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,590|4|416|347|118|48|5|,50.0752182008183|76.57511671864367|134.4593188156105|192.08824939474428|256.44571911078646|299.86373269328766|339.3285031878736|,9.780794241043424|1.1552855806938398|0.0|16.769648275818927|11.205429870329327|11.210163404409942|5.14905924298569|,0|594|416|347|118|48|5|,0|0|0|0|0|0|0|,0|12|26|33|3|16|1|,0|582|390|314|115|32|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|552|558|140|70|5|,0|0|0|0|0|0|0|,575|6|552|558|140|70|5|,9|0|54|96|13|10|1|,569|3|498|462|127|60|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
